Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCA_034779955.1	ASM3477995v1			Acanthis cabaret
GCA_036873505.1	ASM3687350v1			Acanthis flammea
GCF_000695815.1	ASM69581v1	NCBI Acanthisitta chloris Annotation Release 100	2014-09-03	Acanthisitta chloris
GCA_036630365.1	ASM3663036v1			Acanthiza pusilla
GCA_036785705.1	bAcamag1.pri.20230524.fasta			Acanthornis magna
GCA_034782255.1	ASM3478225v1			Accipiter badius
GCA_027497695.1	ASM2749769v1			Accipiter castanilius
GCA_027479145.1	ASM2747914v1			Accipiter cirrocephalus
GCA_024222105.1	ASM2422210v1			Accipiter cooperii
GCA_027497835.1	ASM2749783v1			Accipiter erythropus
GCA_027475485.1	ASM2747548v1			Accipiter fasciatus
GCA_034782455.1	ASM3478245v1			Accipiter francesiae
GCF_929443795.1	bAccGen1.1	GCF_929443795.1-RS_2023_02	2023-02-26	Accipiter gentilis
GCA_929443795.2	bAccGen1.2			Accipiter gentilis
GCA_024363185.1	ASM2436318v1			Accipiter hiogaster
GCA_034781315.1	ASM3478131v1			Accipiter madagascariensis
GCA_027497775.1	ASM2749777v1			Accipiter melanochlamys
GCA_027479025.1	ASM2747902v1			Accipiter melanoleucus
GCA_032274405.1	ASM3227440v1			Accipiter meyerianus
GCA_034781495.1	ASM3478149v1			Accipiter minullus
GCA_027497715.1	ASM2749771v1			Accipiter nisus
GCA_027479285.1	ASM2747928v1			Accipiter novaehollandiae
GCA_034782535.1	ASM3478253v1			Accipiter rhodogaster
GCA_028567095.1	ASM2856709v1			Accipiter rufitorques
GCA_025308975.1	ASM2530897v1			Accipiter rufiventris
GCA_025727755.1	ASM2572775v1			Accipiter soloensis
GCA_027497855.1	ASM2749785v1			Accipiter striatus
GCA_027559655.1	ASM2755965v1			Accipiter superciliosus
GCA_038442595.1	ASM3844259v1			Accipiter tachiro
GCA_025728005.1	ASM2572800v1			Accipiter virgatus
GCA_002849675.1	ASM284967v1			Acridotheres javanicus
GCA_037013685.1	AcTris_vAus2.0			Acridotheres tristis
GCA_021534815.1	ASM2153481v1			Acrocephalus arundinaceus
GCA_022441285.1	AcrFamKingi1.0			Acrocephalus familiaris kingi
GCA_910950805.1	RW_assembly			Acrocephalus scirpaceus scirpaceus
GCA_035583155.1	ASM3558315v1			Acropternis orthonyx
GCA_024336885.1	ASM2433688v1			Actenoides hombroni
GCA_025331215.1	ASM2533121v1			Actenoides lindsayi
GCA_013389925.1	ASM1338992v1	Annotation submitted by B10K Consortium	2020-07-08	Aegithalos caudatus
GCA_039906565.1	bAegAlb1.hap1			Aegotheles albertisi
GCA_013398125.1	ASM1339812v1	Annotation submitted by B10K Consortium	2020-07-10	Aegotheles bennettii
GCA_025309335.1	ASM2530933v1			Aegypius monachus
GCA_036873685.1	ASM3687368v1			Agapornis canus
GCA_034782895.1	ASM3478289v1			Agapornis fischeri
GCA_035222285.1	ASM3522228v1			Agapornis lilianae
GCA_035041115.1	ASM3504111v1			Agapornis nigrigenis
GCA_034783155.1	ASM3478315v1			Agapornis personatus
GCA_034783915.1	ASM3478391v1			Agapornis pullarius
GCA_002631895.1	ASM263189v1			Agapornis roseicollis
GCA_034783435.1	ASM3478343v1			Agapornis swindernianus
GCA_034783195.1	ASM3478319v1			Agapornis taranta
GCF_020745825.1	Agelaius phoeniceus 1.1	GCF_020745825.1-RS_2023_03	2023-03-22	Agelaius phoeniceus
GCA_023055355.1	bAgeTri1.0.p			Agelaius tricolor
GCA_024635365.1	ASM2463536v1	Annotation submitted by Academia Sinica	2022-08-11	Aix galericulata
GCA_032270905.1	ASM3227090v1			Aix sponsa
GCA_902810485.1	skylark_genome			Alauda arvensis
GCA_013398995.1	ASM1339899v1	Annotation submitted by B10K Consortium	2020-07-10	Alaudala cheleensis
GCA_008658365.1	bAlcTor1 primary			Alca torda
GCA_033558465.1	ASM3355846v1			Alcedo atthis
GCA_033439865.1	ASM3343986v1			Alcedo quadribrachys
GCA_033439885.1	ASM3343988v1			Alcedo semitorquata
GCA_013397815.1	ASM1339781v1	Annotation submitted by B10K Consortium	2020-07-10	Aleadryas rufinucha
GCA_035666275.1	chu_hap1.0			Alectoris chukar
GCA_030625065.1	ASM3062506v1			Alectoris magna
GCA_038994595.1	ASM3899459v1			Alectoris rufa
GCA_013399715.1	ASM1339971v1	Annotation submitted by B10K Consortium	2020-07-10	Alectura lathami
GCA_024734035.1	ASM2473403v1			Alethe castanea
GCA_025584955.1	ASM2558495v1			Alethe diademata
GCA_027576755.1	ASM2757675v1			Alethe poliocephala
GCA_034768475.1	ASM3476847v1			Alipiopsitta xanthops
GCA_013399365.1	ASM1339936v1	Annotation submitted by B10K Consortium	2020-07-10	Alopecoenas beccarii
GCA_017639355.1	Aaes_hic			Amazona aestiva
GCA_032468075.1	ASM3246807v1			Amazona amazonica
GCA_032357765.1	ASM3235776v1			Amazona auropalliata
GCA_024331665.1	ASM2433166v1			Amazona autumnalis
GCA_003947215.1	ASM394721v1			Amazona collaria
GCA_032353435.1	ASM3235343v1			Amazona farinosa
GCA_031763565.1	ASM3176356v1			Amazona festiva
GCA_031763935.1	ASM3176393v1			Amazona finschi
GCA_013399615.1	ASM1339961v1	Annotation submitted by B10K Consortium	2020-07-10	Amazona guildingii
GCA_034782355.1	ASM3478235v1			Amazona kawalli
GCA_026283665.1	ASM2628366v1			Amazona leucocephala
GCA_032357305.1	ASM3235730v1			Amazona mercenarius
GCA_039720435.1	bAmaOch1.hap1			Amazona ochrocephala
GCA_031763625.1	ASM3176362v1			Amazona oratrix
GCA_031763605.1	ASM3176360v1			Amazona rhodocorytha
GCA_032360045.1	ASM3236004v1			Amazona ventralis
GCA_034782995.1	ASM3478299v1			Amazona versicolor
GCA_026283615.1	ASM2628361v1			Amazona vinacea
GCA_000332375.2	ASM33237v2			Amazona vittata
GCA_034782475.1	ASM3478247v1			Amazona xantholora
GCA_038381965.1	ASM3838196v1			Amazonetta brasiliensis
GCA_018881555.1	ASM1888155v1			Amblyornis subalaris
GCA_020466415.1	ASM2046641v1			Ammodramus savannarum pratensis
GCF_027887145.1	bAmmCau1.pri	GCF_027887145.1-RS_2023_08	2023-08-08	Ammospiza caudacuta
GCA_036010785.1	bAmmMar1.pri			Ammospiza maritima maritima
GCF_027579445.1	bAmmNel1.pri	GCF_027579445.1-RS_2023_09	2023-09-08	Ammospiza nelsoni
GCA_035583185.1	ASM3558318v1			Anabacerthia variegaticeps
GCA_963932015.1	bAnaAcu1.1			Anas acuta
GCA_038406075.1	ASM3840607v1			Anas aucklandica
GCA_038381715.1	ASM3838171v1			Anas bahamensis
GCA_032165215.1	ASM3216521v1			Anas bernieri
GCA_032357685.1	ASM3235768v1			Anas capensis
GCA_038406475.1	ASM3840647v1			Anas carolinensis
GCA_036873605.1	ASM3687360v1			Anas crecca
GCA_038406055.1	ASM3840605v1			Anas flavirostris
GCA_032275265.1	ASM3227526v1			Anas georgica
GCF_015476345.1	ZJU1.0	NCBI Anas platyrhynchos Annotation Release 104	2020-12-02	Anas platyrhynchos
GCA_002224875.1	ASM222487v1			Anas zonorhyncha
GCA_013396435.1	ASM1339643v1	Annotation submitted by B10K Consortium	2020-07-10	Anhinga anhinga
GCA_013400875.1	ASM1340087v1	Annotation submitted by B10K Consortium	2020-07-10	Anhinga rufa
GCA_035583115.1	ASM3558311v1			Anisognathus igniventris
GCA_039654605.1	ASM3965460v1			Anodorhynchus glaucus
GCA_009936445.2	ASM993644v2			Anodorhynchus hyacinthinus
GCA_038381815.1	ASM3838181v1			Anodorhynchus leari
GCA_006937325.1	anoDid_nucDNA_orig			Anomalopteryx didiformis
GCA_031753505.1	ASM3175350v1			Anomalospiza imberbis
GCA_964034855.1	bAnsBra1.1			Anser brachyrhynchus
GCF_002166845.1	GooseV1.0	NCBI Anser cygnoides Annotation Release 100	2022-04-27	Anser cygnoides
GCA_025583725.1	ASM2558372v1			Anser indicus
GCA_013399115.1	ASM1339911v1	Annotation submitted by B10K Consortium	2020-07-10	Anseranas semipalmata
GCA_009430485.1	ANU_Anthochaera_phrygia_1.0			Anthochaera phrygia
GCA_013399455.1	ASM1339945v1	Annotation submitted by B10K Consortium	2020-07-10	Anthoscopus minutus
GCA_012488435.1	Gvipio_1.0			Antigone vipio
GCF_000700745.2	ASM70074v2	NCBI Antrostomus carolinensis Annotation Release 101	2019-05-02	Antrostomus carolinensis
GCF_000703405.1	ASM70340v1	NCBI Apaloderma vittatum Annotation Release 100	2014-10-22	Apaloderma vittatum
GCA_028536675.1	bAphCal1.0.hap1			Aphelocoma californica
GCA_013398375.1	ASM1339837v1	Annotation submitted by B10K Consortium	2020-07-10	Aphelocoma coerulescens
GCF_000699145.1	ASM69914v1	NCBI Aptenodytes forsteri Annotation Release 101	2016-12-02	Aptenodytes forsteri
GCA_010087175.1	BGI_Apat.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Aptenodytes patagonicus
GCA_003342985.1	aptHaa1			Apteryx haastii
GCF_001039765.1	AptMant0	NCBI Apteryx australis mantelli Annotation Release 100	2015-09-03	Apteryx mantelli mantelli
GCA_001039765.2	AptMant0			Apteryx mantelli mantelli
GCA_003342965.1	aptOwe1			Apteryx owenii
GCF_003343035.1	aptRow1	NCBI Apteryx rowi Annotation Release 100	2018-08-06	Apteryx rowi
GCF_020740795.1	bApuApu2.pri.cur	GCF_020740795.1-RS_2023_02	2023-02-26	Apus apus
GCA_027497815.1	ASM2749781v1			Aquila africana
GCA_027497755.1	ASM2749775v1			Aquila audax
GCF_900496995.4	bAquChr1.4	NCBI Aquila chrysaetos chrysaetos Annotation Release 101	2021-04-28	Aquila chrysaetos chrysaetos
GCA_034782695.1	ASM3478269v1			Aquila gurneyi
GCA_024363155.1	ASM2436315v1			Aquila nipalensis
GCA_034782595.1	ASM3478259v1			Aquila rapax
GCA_024606505.1	ASM2460650v1			Aquila spilogaster
GCA_026284625.1	ASM2628462v1			Ara ambiguus
GCA_028858755.1	bAraAra1.hap1			Ara ararauna
GCA_010014725.2	ASM1001472v2			Ara chloropterus
GCA_013433245.1	TAMU_Btm_v1.0			Ara glaucogularis
GCA_026283635.1	ASM2628363v1			Ara macao
GCA_010015965.3	ASM1001596v3			Ara militaris
GCA_917880015.2	bAraRub1_ORGONE04			Ara rubrogenys
GCA_024733695.1	ASM2473369v1			Ara severus
GCA_013400195.1	ASM1340019v1	Annotation submitted by B10K Consortium	2020-07-10	Aramus guarauna
GCA_026284685.1	ASM2628468v1			Aratinga auricapillus
GCA_026284485.1	ASM2628448v1			Aratinga jandaya
GCA_024363045.1	ASM2436304v1			Aratinga maculata
GCA_026284665.2	ASM2628466v2			Aratinga nenday
GCA_902168055.1	ARATINGA-SOLSTITIALIS-ASSEMBLY-PRJEB33153			Aratinga solstitialis
GCA_009867205.2	ASM986720v2			Aratinga weddellii
GCA_023079485.1	ASM2307948v1			Archilochus colubris
GCA_011801015.1	REN_Aarabs_1.0			Ardeotis arabs
GCA_013396375.1	ASM1339637v1	Annotation submitted by B10K Consortium	2020-07-10	Ardeotis kori
GCA_013399435.1	ASM1339943v1	Annotation submitted by B10K Consortium	2020-07-10	Arenaria interpres
GCA_037834095.1	ASM3783409v1			Argya squamiceps
GCA_035583995.1	ASM3558399v1			Arremon aurantiirostris
GCA_035583215.1	ASM3558321v1			Arremon brunneinucha
GCA_021963965.1	bArtBel1.0.p			Artemisiospiza belli
GCA_013398475.1	ASM1339847v1	Annotation submitted by B10K Consortium	2020-07-10	Asarcornis scutulata
GCF_003259725.1	athCun1	NCBI Athene cunicularia Annotation Release 100	2018-10-19	Athene cunicularia
GCA_013401215.1	ASM1340121v1	Annotation submitted by B10K Consortium	2020-07-10	Atlantisia rogersi
GCA_013400975.1	ASM1340097v1	Annotation submitted by B10K Consortium	2020-07-10	Atrichornis clamosus
GCA_035590195.1	ASM3559019v1			Aviceda cuculoides
GCA_035590175.1	ASM3559017v1			Aviceda leuphotes
GCA_026770115.1	ASM2677011v1			Aviceda subcristata
GCA_026413565.1	ASM2641356v1			Aythya baeri
GCF_009819795.1	bAytFul2.pri	NCBI Aythya fuligula Annotation Release 100	2020-01-23	Aythya fuligula
GCA_029042245.1	ASM2904224v1			Aythya marila
GCA_013401315.1	ASM1340131v1	Annotation submitted by B10K Consortium	2020-07-10	Balaeniceps rex
GCF_000709895.1	ASM70989v1	NCBI Balearica regulorum gibbericeps Annotation Release 100	2014-11-17	Balearica regulorum gibbericeps
GCA_002909625.1	Bthov1.0	Annotation submitted by University of Florida	2018-01-31	Bambusicola thoracicus
GCA_025447935.1	ASM2544793v1			Barnardius zonarius
GCA_028566575.1	ASM2856657v1			Bartramia longicauda
GCA_013396935.1	ASM1339693v1	Annotation submitted by B10K Consortium	2020-07-10	Baryphthengus martii
GCA_035047985.1	ASM3504798v1			Basileuterus tristriatus
GCA_025448015.1	ASM2544801v1			Bolborhynchus lineola
GCA_013400315.1	ASM1340031v1	Annotation submitted by B10K Consortium	2020-07-10	Bombycilla garrulus
GCA_013398615.1	ASM1339861v1	Annotation submitted by B10K Consortium	2020-07-10	Brachypodius atriceps
GCA_013401335.1	ASM1340133v1	Annotation submitted by B10K Consortium	2020-07-10	Brachypteracias leptosomus
GCA_006130075.1	GSC_cangoose_1.0			Branta canadensis
GCA_032270845.1	ASM3227084v1			Branta hutchinsii
GCA_030323915.1	ASM3032391v1			Brotogeris chrysoptera
GCA_034782575.1	ASM3478257v1			Brotogeris tirica
GCA_004320225.1	Bubo blakistoni_ver1.0			Bubo blakistoni
GCA_010303855.1	BubBub1.0			Bubo bubo
GCA_017315185.1	ASM1731518v1			Bubo scandiacus
GCA_013396975.1	ASM1339697v1	Annotation submitted by B10K Consortium	2020-07-10	Bucco capensis
GCA_964059605.1	bBucCla1.1 alternate haplotype			Bucephala clangula
GCA_027563805.1	ASM2756380v1			Buceros bicornis
GCF_000710305.1	ASM71030v1	NCBI Buceros rhinoceros silvestris Annotation Release 100	2014-11-04	Buceros rhinoceros silvestris
GCA_009769605.1	bBucAby1.pri			Bucorvus abyssinicus
GCA_013400855.1	ASM1340085v1	Annotation submitted by B10K Consortium	2020-07-10	Buphagus erythrorhynchus
GCA_013397275.1	ASM1339727v1	Annotation submitted by B10K Consortium	2020-07-10	Burhinus bistriatus
GCA_008921705.1	REN_Boedic_1.0			Burhinus oedicnemus
GCA_026873725.1	ASM2687372v1			Busarellus nigricollis
GCA_026770005.1	ASM2677000v1			Butastur indicus
GCA_025447895.1	ASM2544789v1			Butastur liventer
GCA_025309795.1	ASM2530979v1			Butastur rufipennis
GCA_026930665.1	ASM2693066v1			Buteo albigula
GCA_025310515.1	ASM2531051v1			Buteo albonotatus
GCA_034782635.1	ASM3478263v1			Buteo brachyurus
GCA_025504755.1	ASM2550475v1			Buteo buteo
GCA_025727635.1	ASM2572763v1			Buteo hemilasius
GCA_026937345.1	ASM2693734v1			Buteo jamaicensis
GCA_010312235.1	ButJap1.0			Buteo japonicus
GCA_025727815.1	ASM2572781v1			Buteo lagopus
GCA_025435075.1	ASM2543507v1			Buteo lineatus
GCA_026930705.1	ASM2693070v1			Buteo nitidus
GCA_027580015.1	ASM2758001v1			Buteo oreophilus
GCA_025310135.1	ASM2531013v1			Buteo platypterus
GCA_037951015.1	bButReg1_p1.0			Buteo regalis
GCA_026259535.1	ASM2625953v1			Buteo rufinus
GCA_027564555.1	ASM2756455v1			Buteo swainsoni
GCA_025308995.1	ASM2530899v1			Buteo ventralis
GCA_027575165.1	ASM2757516v1			Buteogallus aequinoctialis
GCA_026770365.1	ASM2677036v1			Buteogallus coronatus
GCA_025448235.2	ASM2544823v2			Buteogallus gundlachii
GCA_029890015.1	ASM2989001v1			Buteogallus lacernulatus
GCA_025727795.1	ASM2572779v1			Buteogallus meridionalis
GCA_017310255.1	ASM1731025v1			Butorides virescens
GCA_024361745.1	ASM2436174v1			Cacatua alba
GCA_025448155.1	ASM2544815v1			Cacatua ducorpsii
GCA_035583095.1	ASM3558309v1			Cacatua galerita
GCA_025448035.1	ASM2544803v1			Cacatua moluccensis
GCA_032274605.1	ASM3227460v1			Cacatua ophthalmica
GCA_030265285.1	ASM3026528v1			Cacatua sanguinea
GCA_031762475.1	ASM3176247v1			Cacatua sulphurea
GCA_030265375.1	ASM3026537v1			Cacatua tenuirostris
GCA_018104995.1	ASM1810499v1			Cairina moschata
GCA_039654755.1	RI_Cla_1.0			Calcarius lapponicus
GCA_013397715.1	ASM1339771v1	Annotation submitted by B10K Consortium	2020-07-10	Calcarius ornatus
GCA_033628465.1	ASM3362846v1			Calidris alpina
GCA_028566615.2	ASM2856661v2			Calidris melanotos
GCA_033628425.1	ASM3362842v1			Calidris minuta
GCF_001431845.1	ASM143184v1	NCBI Calidris pugnax Annotation Release 100	2015-12-08	Calidris pugnax
GCA_003697955.1	ASM369795v1			Calidris pygmaea
GCA_033628365.1	ASM3362836v1			Calidris temminckii
GCA_013398955.1	ASM1339895v1	Annotation submitted by B10K Consortium	2020-07-10	Callaeas wilsoni
GCA_023055505.1	bCalCai1.0.p			Callipepla californica brunnescens
GCA_002218305.1	ASM221830v1	Annotation submitted by Texas A&M University	2017-07-13	Callipepla squamata
GCA_024363025.1	ASM2436302v1			Callocephalon fimbriatum
GCA_036010745.1	bCalNic1.hap2			Caloenas nicobarica
GCA_013401115.1	ASM1340111v1	Annotation submitted by B10K Consortium	2020-07-10	Calonectris borealis
GCF_003957555.1	bCalAnn1_v1.p	NCBI Calypte anna Annotation Release 101	2019-08-05	Calypte anna
GCA_013390005.1	ASM1339000v1	Annotation submitted by B10K Consortium	2020-07-08	Calyptomena viridis
GCF_901933205.1	STF_HiC	NCBI Camarhynchus parvulus Annotation Release 100	2019-09-19	Camarhynchus parvulus
GCA_013396655.1	ASM1339665v1	Annotation submitted by B10K Consortium	2020-07-10	Campylorhamphus procurvoides
GCA_907165065.1	bCapEur3.1			Caprimulgus europaeus
GCA_014549065.1	CCar_1.0			Cardinalis cardinalis
GCA_032274745.1	ASM3227474v1			Carduelis carduelis
GCA_036872955.1	ASM3687295v1			Carduelis citrinella
GCA_034780215.1	ASM3478021v1			Carduelis corsicana
GCF_000690535.1	ASM69053v1	NCBI Cariama cristata Annotation Release 100	2014-10-16	Cariama cristata
GCA_003342895.1	casCas1			Casuarius casuarius
GCA_035047745.1	ASM3504774v1			Catamblyrhynchus diadema
GCA_000699945.1	ASM69994v1	Annotation submitted by BGI	2014-09-04	Cathartes aura
GCA_021437205.1	HU_Cbicknelli_1.0			Catharus bicknelli
GCA_013398975.1	ASM1339897v1	Annotation submitted by B10K Consortium	2020-07-10	Catharus fuscescens
GCA_021437185.1	HU_Cminimus_1.0			Catharus minimus
GCF_009819885.2	bCatUst1.pri.v2	NCBI Catharus ustulatus Annotation Release 101	2021-07-26	Catharus ustulatus
GCA_005890655.1	Cmin_1.0			Centrocercus minimus
GCF_019232065.1	USGS_Curo_1.0	NCBI Centrocercus urophasianus Annotation Release 100	2021-08-04	Centrocercus urophasianus
GCA_013400815.1	ASM1340081v1	Annotation submitted by B10K Consortium	2020-07-10	Centropus bengalensis
GCA_013397695.1	ASM1339769v1	Annotation submitted by B10K Consortium	2020-07-10	Centropus unirufus
GCA_013396775.1	ASM1339677v1	Annotation submitted by B10K Consortium	2020-07-10	Cephalopterus ornatus
GCA_013401065.1	ASM1340106v1	Annotation submitted by B10K Consortium	2020-07-10	Cepphus grylle
GCA_013398595.1	ASM1339859v1	Annotation submitted by B10K Consortium	2020-07-10	Cercotrichas coryphoeus
GCA_018697195.1	ASM1869719v1			Certhia americana
GCA_013400355.1	ASM1340035v1	Annotation submitted by B10K Consortium	2020-07-10	Certhia brachydactyla
GCA_013398575.1	ASM1339857v1	Annotation submitted by B10K Consortium	2020-07-10	Certhia familiaris
GCA_033439905.1	ASM3343990v1			Ceryle rudis
GCA_013401135.1	ASM1340113v1	Annotation submitted by B10K Consortium	2020-07-10	Cettia cetti
GCA_013398935.1	ASM1339893v1	Annotation submitted by B10K Consortium	2020-07-10	Ceuthmochares aereus
GCA_027564115.1	ASM2756411v1			Ceyx argentatus
GCA_013401355.1	ASM1340135v1	Annotation submitted by B10K Consortium	2020-07-10	Ceyx cyanopectus
GCA_027560035.1	ASM2756003v1			Ceyx erithaca
GCA_025447775.1	ASM2544777v1			Ceyx margarethae
GCA_024611195.1	ASM2461119v1			Ceyx melanurus
GCA_013400775.1	ASM1340077v1	Annotation submitted by B10K Consortium	2020-07-10	Chaetops frenatus
GCA_013396525.1	ASM1339652v1	Annotation submitted by B10K Consortium	2020-07-10	Chaetorhynchus papuensis
GCF_000747805.2	ChaPel_1.1	NCBI Chaetura pelagica Annotation Release 100	2014-10-31	Chaetura pelagica
GCA_029207755.1	bChaFas1.0.hap1			Chamaea fasciata
GCA_027123695.1	ASM2712369v1			Chamaetylas choloensis
GCA_025629985.1	ASM2562998v1			Chamaetylas fuelleborni
GCA_008711295.1	ASM871129v1			Charadrius alexandrinus
GCA_033628625.1	ASM3362862v1			Charadrius hiaticula
GCF_000708025.1	ASM70802v2	NCBI Charadrius vociferus Annotation Release 100	2014-10-21	Charadrius vociferus
GCA_013399475.1	ASM1339947v1	Annotation submitted by B10K Consortium	2020-07-10	Chauna torquata
GCA_026930925.1	ASM2693092v1			Chelictinia riocourii
GCA_013398295.1	ASM1339829v1	Annotation submitted by B10K Consortium	2020-07-10	Chionis minor
GCF_009829145.1	bChiLan1.pri	NCBI Chiroxiphia lanceolata Annotation Release 100	2020-02-03	Chiroxiphia lanceolata
GCF_000695195.1	ASM69519v1	NCBI Chlamydotis macqueenii Annotation Release 100	2014-11-04	Chlamydotis macqueenii
GCA_003400225.2	REN_Cundu_1.1			Chlamydotis undulata undulata
GCA_003676055.1	GouldianFinch	Annotation submitted by CIBIO/InBIO Research Center in Biodiversity and Genetic Resources	2018-10-23	Chloebia gouldiae
GCA_013399075.1	ASM1339907v1	Annotation submitted by B10K Consortium	2020-07-10	Chloroceryle aenea
GCA_027560015.1	ASM2756001v1			Chloroceryle amazona
GCA_027560095.1	ASM2756009v1			Chloroceryle inda
GCA_003286495.1	ASM328649v1			Chlorodrepanis virens
GCA_013400585.1	ASM1340058v1	Annotation submitted by B10K Consortium	2020-07-10	Chloropsis cyanopogon
GCA_013390065.1	ASM1339006v1	Annotation submitted by B10K Consortium	2020-07-08	Chloropsis hardwickii
GCA_035047885.1	ASM3504788v1			Chlorospingus flavigularis
GCA_035048045.1	ASM3504804v1			Chlorospingus semifuscus
GCA_013399635.1	ASM1339963v1	Annotation submitted by B10K Consortium	2020-07-10	Chordeiles acutipennis
GCA_013397655.1	ASM1339765v1	Annotation submitted by B10K Consortium	2020-07-10	Chroicocephalus maculipennis
GCF_963924245.1	bChrRid1.1	GCF_963924245.1-RS_2024_02	2024-02-23	Chroicocephalus ridibundus
GCA_036784685.1	C_AMH_1			Chrysolophus amherstiae
GCA_037305975.1	CPswu_hap2			Chrysolophus pictus
GCA_013396505.1	ASM1339650v1	Annotation submitted by B10K Consortium	2020-07-10	Chunga burmeisteri
GCA_013396715.1	ASM1339671v1	Annotation submitted by B10K Consortium	2020-07-10	Ciccaba nigrolineata
GCA_026413545.1	ASM2641354v1			Cichladusa arquata
GCA_003713305.1	CicReg_1.0			Cicinnurus regius
GCA_027579975.1	ASM2757997v1			Ciconia abdimii
GCA_034638445.1	ASM3463844v1			Ciconia boyciana
GCA_030584885.1	CIBIO_CCic_1.0			Ciconia ciconia
GCA_027579995.1	ASM2757999v1			Ciconia episcopus
GCA_017639555.1	bCicMag1.pri			Ciconia maguari
GCA_027574825.1	ASM2757482v1			Ciconia nigra
GCA_025727695.1	ASM2572769v1			Ciconia stormi
GCF_963662255.1	bCinCin1.1	GCF_963662255.1-RS_2024_01	2024-01-19	Cinclus cinclus
GCA_013399935.1	ASM1339993v1	Annotation submitted by B10K Consortium	2020-07-10	Cinclus mexicanus
GCA_035048155.1	ASM3504815v1			Cinnycerthia olivascens
GCA_035048185.1	ASM3504818v1			Cinnycerthia unirufa
GCA_026770385.1	ASM2677038v1			Circaetus cinerascens
GCA_034783755.1	ASM3478375v1			Circaetus cinereus
GCA_025504725.1	ASM2550472v1			Circaetus gallicus
GCA_035590135.1	ASM3559013v1			Circaetus pectoralis
GCA_034781195.1	ASM3478119v1			Circaetus spectabilis
GCA_026770195.1	ASM2677019v1			Circus approximans
GCA_026937365.1	ASM2693736v1			Circus cinereus
GCA_027580095.1	ASM2758009v1			Circus hudsonius
GCA_032274325.1	ASM3227432v1			Circus macrosceles
GCA_025504875.1	ASM2550487v1			Circus macrourus
GCA_025727875.1	ASM2572787v1			Circus maillardi
GCA_013400215.1	ASM1340021v1	Annotation submitted by B10K Consortium	2020-07-10	Cisticola juncidis
GCA_033459285.1	BPBGC_Cgla_1.0			Clamator glandarius
GCA_034782435.1	ASM3478243v1			Clanga hastata
GCA_963989345.1	bClaHye2.1			Clangula hyemalis
GCA_013398175.1	ASM1339817v1	Annotation submitted by B10K Consortium	2020-07-10	Climacteris rufus
GCA_013397755.1	ASM1339775v1	Annotation submitted by B10K Consortium	2020-07-10	Cnemophilus loriae
GCA_033558105.1	BPBGC_Clan_1.0			Coccyzus lansbergi
GCA_013396365.1	ASM1339636v1	Annotation submitted by B10K Consortium	2020-07-10	Cochlearius cochlearius
GCA_015227895.2	Caur_TTU_1.0			Colaptes auratus
GCA_008692595.2	Cv_LA_2.0			Colinus virginianus
GCF_028858725.1	bColStr4.1.hap1	GCF_028858725.1-RS_2023_12	2023-12-28	Colius striatus
GCA_013407035.1	ASM1340703v1			Coloeus monedula
GCA_032206185.1	C.guinea_mat1.0	Annotation submitted by University of Utah	2023-09-29	Columba guinea
GCA_014362705.1	C_janthina_scaffold_01			Columba janthina nitens
GCF_036013475.1	bColLiv1.pat.W.v2	GCF_036013475.1-RS_2024_05	2024-05-03	Columba livia
GCA_013397635.1	ASM1339763v1	Annotation submitted by B10K Consortium	2020-07-10	Columbina picui
GCA_030068125.1	ASM3006812v1			Conuropsis carolinensis
GCA_013398635.1	ASM1339863v1	Annotation submitted by B10K Consortium	2020-07-10	Copsychus sechellarum
GCA_033124195.1	ASM3312419v1			Coracias cyanogaster
GCA_026283785.1	ASM2628378v1			Coracopsis vasa
GCF_003945725.1	ASM394572v1	NCBI Corapipo altera Annotation Release 100	2019-01-03	Corapipo altera
GCF_000691975.1	ASM69197v1	NCBI Corvus brachyrhynchos Annotation Release 101	2016-07-29	Corvus brachyrhynchos
GCF_000738735.6	ASM73873v6	NCBI Corvus cornix cornix Annotation Release 104	2022-04-12	Corvus cornix cornix
GCF_020740725.1	bCorHaw1.pri.cur	NCBI Corvus hawaiiensis Annotation Release 100	2022-05-17	Corvus hawaiiensis
GCF_017639235.1	C.kubaryi_AGA036_p1.0	NCBI Corvus kubaryi Annotation Release 100	2021-06-08	Corvus kubaryi
GCA_014363025.1	C_macrorhynchos_scaffold_01			Corvus macrorhynchos
GCF_009650955.1	bCorMon1.pri	NCBI Corvus moneduloides Annotation Release 100	2020-01-06	Corvus moneduloides
GCA_013396815.1	ASM1339681v1	Annotation submitted by B10K Consortium	2020-07-10	Corythaeola cristata
GCA_013399495.1	ASM1339949v1	Annotation submitted by B10K Consortium	2020-07-10	Corythaixoides concolor
GCA_024611155.1	ASM2461115v1			Corythornis cristatus
GCA_027564255.1	ASM2756425v1			Corythornis leucogaster
GCA_025802355.1	ASM2580235v1			Corythornis madagascariensis
GCA_025447755.1	ASM2544775v1			Corythornis vintsioides
GCA_027576695.1	ASM2757669v1			Cossypha archeri
GCA_027575645.1	ASM2757564v1			Cossypha caffra
GCA_027576135.1	ASM2757613v1			Cossypha dichroa
GCA_027576195.1	ASM2757619v1			Cossypha heuglini
