Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCF_034315485.1	CSIRO_AGI_Poc_V1	GCF_034315485.1-RS_2024_01	2024-01-25	Pezoporus occidentalis
GCF_028554395.1	APGP_CSIRO_Pwel_v1	GCF_028554395.1-RS_2023_06	2023-06-12	Pezoporus wallicus
GCA_032191515.2	BPBGC_Pcur_1.0			Phaenicophaeus curvirostris
GCF_000687285.1	ASM68728v1	NCBI Phaethon lepturus Annotation Release 100	2014-11-05	Phaethon lepturus
GCA_023637945.1	DD_ASM_B1			Phaethornis superciliosus
GCA_013399535.1	ASM1339953v1	Annotation submitted by B10K Consortium	2020-07-10	Phaetusa simplex
GCA_013400175.1	ASM1340017v1	Annotation submitted by B10K Consortium	2020-07-10	Phainopepla nitens
GCA_949628215.1	bGulAri2.1			Phalacrocorax aristotelis
GCA_002173455.1	ASM217345v1			Phalacrocorax auritus
GCA_002174335.1	ASM217433v1			Phalacrocorax brasilianus
GCF_963921805.1	bPhaCar2.1	GCF_963921805.1-RS_2024_04	2024-04-09	Phalacrocorax carbo
GCA_002173475.1	Pharrisi_ref_V1			Phalacrocorax harrisi
GCA_002173435.1	ASM217343v1			Phalacrocorax pelagicus
GCA_033628505.1	ASM3362850v1			Phalaropus lobatus
GCA_035592055.1	ASM3559205v1			Phalcoboenus megalopterus
GCF_004143745.1	ASM414374v1	NCBI Phasianus colchicus Annotation Release 100	2019-11-14	Phasianus colchicus
GCA_013398405.1	ASM1339840v1	Annotation submitted by B10K Consortium	2020-07-10	Pheucticus melanocephalus
GCA_035582865.1	Palbatrus_v1			Phoebastria albatrus
GCA_035582775.1	Pimmutabilis_v1			Phoebastria immutabilis
GCA_035582855.1	Pirrorata_v1			Phoebastria irrorata
GCA_035582835.1	ASM3558283v1			Phoebastria nigripes
GCA_009819775.1	bPhoRub2.pri			Phoenicopterus ruber ruber
GCA_028565055.1	ASM2856505v1			Phoeniculus purpureus
GCA_027886175.1	LUni_PhColl_1			Phylloscopus collybita
GCA_001655115.1	GWplu1.0			Phylloscopus plumbeitarsus
GCA_001655095.1	GWvir1.0			Phylloscopus trochiloides viridanus
GCA_016584745.2	ASM1658474v2			Phylloscopus trochilus trochilus
GCA_017589585.1	ASM1758958v1			Phylloscopus whistleri
GCA_013389865.1	ASM1338986v1	Annotation submitted by B10K Consortium	2020-07-08	Piaya cayana
GCA_025802055.1	ASM2580205v1			Pica pica
GCA_013390045.1	ASM1339004v1	Annotation submitted by B10K Consortium	2020-07-08	Picathartes gymnocephalus
GCA_033816785.1	MNHN_PicVir_1.0			Picus viridis
GCA_025448055.1	ASM2544805v1			Pionites leucogaster
GCA_029814565.1	ASM2981456v1			Pionites melanocephalus
GCA_032466355.1	ASM3246635v1			Pionus fuscus
GCA_024361725.1	ASM2436172v1			Pionus maximiliani
GCA_031763745.1	ASM3176374v1			Pionus menstruus
GCA_011762725.2	ASM1176272v2			Pionus senilis
GCA_031763645.1	ASM3176364v1			Pionus seniloides
GCA_036026575.1	ASM3602657v1			Pionus tumultuosus
GCF_003945595.2	ASM394559v2	NCBI Pipra filicauda Annotation Release 101	2021-02-08	Pipra filicauda
GCA_013399295.1	ASM1339929v1	Annotation submitted by B10K Consortium	2020-07-10	Piprites chloris
GCA_029286575.1	ASM2928657v1	Annotation submitted by LNCC	2023-03-20	Pitangus sulphuratus
GCA_025728025.1	ASM2572802v1			Pithecophaga jefferyi
GCA_013390025.1	ASM1339002v1	Annotation submitted by B10K Consortium	2020-07-08	Pitta sordida
GCA_037975005.1	CUHK_Pmin_v1			Platalea minor
GCA_025629925.1	ASM2562992v1			Platycercus adscitus
GCA_035041135.1	ASM3504113v1			Platyrinchus mystaceus
GCA_013397175.1	ASM1339717v1	Annotation submitted by B10K Consortium	2020-07-10	Platysteira castanea
GCA_013399945.1	ASM1339994v1	Annotation submitted by B10K Consortium	2020-07-10	Ploceus nigricollis
GCA_017639485.1	bPluApr1.pri			Pluvialis apricaria
GCA_033628385.1	ASM3362838v1			Pluvialis squatarola
GCA_013400795.1	ASM1340079v1	Annotation submitted by B10K Consortium	2020-07-10	Pluvianellus socialis
GCA_028020825.1	bPodStr1.pri			Podargus strigoides
GCA_000699545.1	ASM69954v1	Annotation submitted by BGI	2014-09-10	Podiceps cristatus
GCA_013399565.1	ASM1339956v1	Annotation submitted by B10K Consortium	2020-07-10	Podilymbus podiceps
GCF_030490865.1	bPoeAtr1.hap1	GCF_030490865.1-RS_2023_08	2023-08-11	Poecile atricapillus
GCA_038429875.1	ASM3842987v1			Poecile montanus
GCF_015220805.1	bPogPus1.pri	GCF_015220805.1-RS_2024_03	2024-03-28	Pogoniulus pusillus
GCA_026546895.1	ASM2654689v1			Pogonocichla stellata
GCA_026413525.1	ASM2641352v1			Poicephalus cryptoxanthus
GCA_031764275.1	ASM3176427v1			Poicephalus flavifrons
GCA_026283885.1	ASM2628388v1			Poicephalus gulielmi
GCA_026283865.1	ASM2628386v1			Poicephalus meyeri
GCA_024331645.1	ASM2433164v1			Poicephalus robustus
GCA_031762375.1	ASM3176237v1			Poicephalus rueppellii
GCA_026283825.1	ASM2628382v1			Poicephalus rufiventris
GCA_025448095.1	ASM2544809v1			Poicephalus senegalus
GCA_032274285.1	ASM3227428v1			Polihierax semitorquatus
GCA_035041345.1	ASM3504134v1			Poliocrania exsul
GCA_013397295.1	ASM1339729v1	Annotation submitted by B10K Consortium	2020-07-10	Polioptila caerulea
GCA_026937515.1	ASM2693751v1			Polyboroides typus
GCA_013401195.1	ASM1340119v1	Annotation submitted by B10K Consortium	2020-07-10	Pomatorhinus ruficollis
GCA_013400735.1	ASM1340073v1	Annotation submitted by B10K Consortium	2020-07-10	Pomatostomus ruficeps
GCA_020800305.1	bPorHoc1.mat.Z.cur			Porphyrio hochstetteri
GCA_035610475.1	ASM3561047v1			Porphyrio melanotus
GCA_035040995.1	ASM3504099v1			Premnoplex brunnescens
GCA_026284745.2	ASM2628474v2			Primolius auricollis
GCA_024331605.1	ASM2433160v1			Primolius couloni
GCA_026283845.1	ASM2628384v1			Primolius maracana
GCF_021018805.1	Cam_Psub_1.2	GCF_021018805.1-RS_2024_02	2024-02-23	Prinia subflava
GCA_013397665.1	ASM1339766v1	Annotation submitted by B10K Consortium	2020-07-10	Probosciger aterrimus
GCA_022316685.1	UM_PSub_1			Progne subis subis
GCA_013398275.1	ASM1339827v1	Annotation submitted by B10K Consortium	2020-07-10	Promerops cafer
GCA_026259555.1	ASM2625955v1			Protonotaria citrea
GCA_013400715.1	ASM1340071v1	Annotation submitted by B10K Consortium	2020-07-10	Prunella fulvescens
GCA_013398875.1	ASM1339887v1	Annotation submitted by B10K Consortium	2020-07-10	Prunella himalayana
GCA_036583965.1	ASM3658396v1			Prunella strophiata
GCA_026283765.1	ASM2628376v1			Psephotus haematonotus
GCA_034782715.1	ASM3478271v1			Pseudastur albicollis
GCA_025802415.1	ASM2580241v1			Pseudastur occidentalis
GCF_036250125.1	bDixPip1.hap1	GCF_036250125.1-RS_2024_04	2024-04-18	Pseudopipra pipra
GCF_000331425.1	PseHum1.0	NCBI Pseudopodoces humilis Annotation Release 101	2015-09-18	Pseudopodoces humilis
GCA_008033365.1	NUS_rp_v1			Pseudorectes ferrugineus
GCA_035584735.1	ASM3558473v1			Pseudotriccus pelzelni
GCA_013396835.1	ASM1339683v1	Annotation submitted by B10K Consortium	2020-07-10	Psilopogon haemacephalus
GCA_025447955.1	ASM2544795v1			Psilopsiagon aurifrons
GCA_024733675.1	ASM2473367v1			Psilopsiagon aymara
GCA_026283705.1	ASM2628370v1			Psittacara chloropterus
GCA_031763765.1	ASM3176376v1			Psittacara erythrogenys
GCA_034781895.1	ASM3478189v1			Psittacara finschi
GCA_024320895.1	ASM2432089v1			Psittacara holochlorus
GCA_024331625.1	ASM2433162v1			Psittacara leucophthalmus
GCA_026283805.1	ASM2628380v1			Psittacara mitratus
GCA_032466625.1	ASM3246662v1			Psittacara rubritorquis
GCA_024361765.2	ASM2436176v2			Psittacara wagleri
GCA_032274665.1	ASM3227466v1			Psittacula columboides
GCA_026283905.1	ASM2628390v1			Psittacula cyanocephala
GCA_029814625.1	ASM2981462v1			Psittacula derbiana
GCA_963264785.1	bPsiEch3.1			Psittacula echo
GCA_031762335.1	ASM3176233v1			Psittacula eupatria
GCA_031001785.1	ASM3100178v1			Psittacula himalayana
GCA_002870145.1	P.krameri1.0			Psittacula krameri
GCA_031762955.1	ASM3176295v1			Psittacula longicauda
GCA_032354935.1	ASM3235493v1			Psittacula roseata
GCA_009867235.2	ASM986723v2			Psittacus erithacus
GCA_009867315.2	ASM986731v2			Psittacus timneh
GCA_010014875.2	ASM1001487v2			Psitteuteles goldiei
GCA_013399095.1	ASM1339909v1	Annotation submitted by B10K Consortium	2020-07-10	Psophia crepitans
GCA_013397535.1	ASM1339753v1	Annotation submitted by B10K Consortium	2020-07-10	Pterocles burchelli
GCF_000699245.1	ASM69924v1	NCBI Pterocles gutturalis Annotation Release 100	2014-11-02	Pterocles gutturalis
GCA_011057875.1	REN_Porient_1.0			Pterocles orientalis
GCA_013401235.1	ASM1340123v1	Annotation submitted by B10K Consortium	2020-07-10	Pteruthius melanotis
GCA_013397565.1	ASM1339756v1	Annotation submitted by B10K Consortium	2020-07-10	Ptilonorhynchus violaceus
GCA_013396485.1	ASM1339648v1	Annotation submitted by B10K Consortium	2020-07-10	Ptilorrhoa leucosticta
GCA_023333565.1	ASM2333356v1			Puffinus mauretanicus
GCA_013400435.1	ASM1340043v1	Annotation submitted by B10K Consortium	2020-07-10	Pycnonotus jocosus
GCF_000699105.1	ASM69910v1	NCBI Pygoscelis adeliae Annotation Release 100	2014-09-23	Pygoscelis adeliae
GCA_010078415.1	BGI_Pant.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Pygoscelis antarcticus
GCA_030674165.1	ASM3067416v1	Annotation submitted by BGI	2023-08-07	Pygoscelis papua
GCF_017590135.1	ASM1759013v1	NCBI Pyrgilauda ruficollis Annotation Release 100	2021-05-04	Pyrgilauda ruficollis
GCA_038380795.1	CAS-CDF_Pyrnan_1.0			Pyrocephalus nanus
GCA_026284585.2	ASM2628458v2			Pyrrhura albipectus
GCA_026284705.1	ASM2628470v1			Pyrrhura amazonum
GCA_030556125.1	ASM3055612v1			Pyrrhura berlepschi
GCA_026413205.1	ASM2641320v1			Pyrrhura chapmani
GCA_016545565.2	ASM1654556v2			Pyrrhura cruentata
GCA_032353575.1	ASM3235357v1			Pyrrhura devillei
GCA_026284605.1	ASM2628460v1			Pyrrhura egregia
GCA_030265185.1	ASM3026518v1			Pyrrhura eisenmanni
GCA_030322885.1	ASM3032288v1			Pyrrhura emma
GCA_010014865.2	ASM1001486v2			Pyrrhura frontalis
GCA_010014965.2	ASM1001496v2			Pyrrhura griseipectus
GCA_026284825.2	ASM2628482v2			Pyrrhura hoematotis
GCA_024496005.1	ASM2449600v1			Pyrrhura hoffmanni
GCA_015163975.2	ASM1516397v2			Pyrrhura lepida
GCA_038406155.1	ASM3840615v1			Pyrrhura leucotis
GCA_024499995.1	ASM2449999v1			Pyrrhura lucianii
GCA_026284525.1	ASM2628452v1			Pyrrhura melanura
GCA_011763355.2	ASM1176335v2			Pyrrhura molinae
GCA_026284565.1	ASM2628456v1			Pyrrhura orcesi
GCA_011763455.2	ASM1176345v2			Pyrrhura perlata
GCA_030265165.1	ASM3026516v1			Pyrrhura pfrimeri
GCA_026284545.1	ASM2628454v1			Pyrrhura picta
GCA_032356925.1	ASM3235692v1			Pyrrhura rhodocephala
GCA_024363065.2	ASM2436306v2			Pyrrhura roseifrons
GCA_031763585.1	ASM3176358v1			Pyrrhura subandina
GCA_030418925.1	ASM3041892v1			Pyrrhura viridicata
GCA_013399035.1	ASM1339903v1	Annotation submitted by B10K Consortium	2020-07-10	Quiscalus mexicanus
GCA_028554615.1	bRalCre1.1			Rallus crepitans
GCA_022605955.1	bRalLim1.0.p			Rallus limicola
GCA_013399055.1	ASM1339905v1	Annotation submitted by B10K Consortium	2020-07-10	Ramphastos sulfuratus
GCA_004023745.1	ASM402374v1			Recurvirostra avosetta
GCA_013396955.1	ASM1339695v1	Annotation submitted by B10K Consortium	2020-07-10	Regulus satrapa
GCA_013397075.1	ASM1339707v1	Annotation submitted by B10K Consortium	2020-07-10	Rhabdornis inornatus
GCA_013400275.1	ASM1340027v1	Annotation submitted by B10K Consortium	2020-07-10	Rhadina sibilatrix
GCA_013397725.1	ASM1339772v1	Annotation submitted by B10K Consortium	2020-07-10	Rhagologus leucostigma
GCA_003343005.1	rheAme1			Rhea americana
GCF_028389875.1	bPtePen1.pri	GCF_028389875.1-RS_2023_12	2023-12-20	Rhea pennata
GCA_013398505.2	LSU_RhHo_2.0			Rhegmatorhina hoffmannsi
GCA_013400115.1	ASM1340011v1	Annotation submitted by B10K Consortium	2020-07-10	Rhinopomastus cyanomelas
GCA_013400135.1	ASM1340013v1	Annotation submitted by B10K Consortium	2020-07-10	Rhinoptilus africanus
GCA_013399225.1	ASM1339922v1	Annotation submitted by B10K Consortium	2020-07-10	Rhipidura dahli
GCA_013396575.1	ASM1339657v1	Annotation submitted by B10K Consortium	2020-07-10	Rhodinocichla rosea
GCA_026284805.1	ASM2628480v1			Rhynchopsitta pachyrhyncha
GCA_032273925.1	ASM3227392v1			Rhynchotus rufescens
GCA_027574665.1	bRhyJub1.pri			Rhynochetos jubatus
GCA_020917445.1	IEE_cmpg_Riparia_riparia_6505			Riparia riparia
GCF_028500815.1	bRisTri1.patW.cur.20221130	GCF_028500815.1-RS_2023_03	2023-03-08	Rissa tridactyla
GCA_013399305.1	ASM1339930v1	Annotation submitted by B10K Consortium	2020-07-10	Rostratula benghalensis
GCA_027564735.1	ASM2756473v1			Rostrhamus sociabilis
GCA_013400035.1	ASM1340003v1	Annotation submitted by B10K Consortium	2020-07-10	Rynchops niger
GCA_034782735.1	ASM3478273v1			Sagittarius serpentarius
GCA_013396695.1	ASM1339669v1	Annotation submitted by B10K Consortium	2020-07-10	Sakesphorus luctuosus
GCA_013398745.1	ASM1339874v1	Annotation submitted by B10K Consortium	2020-07-10	Sapayoa aenigma
GCA_037962945.1	bSarPap1.hap1			Sarcoramphus papa
GCA_900205225.1	Saxicola_maurus.2			Saxicola maurus maurus
GCA_013396755.1	ASM1339675v1	Annotation submitted by B10K Consortium	2020-07-10	Sclerurus mexicanus
GCA_028571045.1	ASM2857104v1			Scolopax bukidnonensis
GCA_028566535.1	ASM2856653v1			Scolopax minor
GCA_004320125.1	Scolopax mira_ver1.0			Scolopax mira
GCA_028565315.1	ASM2856531v1			Scolopax rusticola
GCA_013400535.1	ASM1340053v1	Annotation submitted by B10K Consortium	2020-07-10	Scopus umbretta
GCA_013400415.1	ASM1340041v1	Annotation submitted by B10K Consortium	2020-07-10	Scytalopus superciliaris
GCA_013399775.1	ASM1339977v1	Annotation submitted by B10K Consortium	2020-07-10	Semnornis frantzii
GCA_013399895.1	ASM1339989v1	Annotation submitted by B10K Consortium	2020-07-10	Serilophus lunatus
GCF_022539315.1	serCan2020	GCF_022539315.1-RS_2023_02	2023-02-27	Serinus canaria
GCA_032361245.1	ASM3236124v1			Serinus canicollis
GCA_035221975.1	ASM3522197v1			Serinus flavivertex
GCA_034781455.1	ASM3478145v1			Serinus nigriceps
GCA_036872935.1	ASM3687293v1			Serinus pusillus
GCA_034780815.1	ASM3478081v1			Serinus serinus
GCA_035047285.1	ASM3504728v1			Serinus syriacus
GCA_001746935.2	mywa_2.1			Setophaga coronata coronata
GCA_025769955.1	ASM2576995v1			Setophaga kirtlandii
GCA_024362935.1	bSetPet1.0.p			Setophaga petechia
GCA_009812075.1	Ss_LA_1.0			Sialia sialis
GCA_038406215.1	ASM3840621v1			Sibirionetta formosa
GCA_013397395.1	ASM1339739v1	Annotation submitted by B10K Consortium	2020-07-10	Sinosuthora webbiana
GCA_032173965.1	ASM3217396v1			Sitta carolinensis
GCA_013400255.1	ASM1340025v1	Annotation submitted by B10K Consortium	2020-07-10	Sitta europaea
GCA_013396465.1	ASM1339646v1	Annotation submitted by B10K Consortium	2020-07-10	Smithornis capensis
GCA_951411735.1	bSomMol1.h1.1			Somateria mollissima
GCA_038406095.1	ASM3840609v1			Spatula clypeata
GCA_032165275.1	ASM3216527v1			Spatula discors
GCA_032191525.1	ASM3219152v1			Spatula querquedula
GCA_034783165.1	ASM3478316v1			Spatula rhynchotis
GCA_035221675.1	ASM3522167v1			Spatula smithii
GCA_038382005.1	ASM3838200v1			Spatula versicolor
GCA_032165255.1	ASM3216525v1			Speculanas specularis
GCA_010077935.1	BGI_Sdem.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Spheniscus demersus
GCA_027474245.1	bSphHub1.pri			Spheniscus humboldti
GCA_010076225.1	BGI_Smag.V1	Annotation submitted by BGI-Shenzhen	2020-01-31	Spheniscus magellanicus
GCA_003264655.1	ASM326465v1			Spheniscus mendiculus
GCA_035221435.1	ASM3522143v1			Sphenopsis melanotis
GCA_027564575.1	ASM2756457v1			Spilornis abbotti
GCA_034780675.1	ASM3478067v1			Spinus atriceps
GCA_036026055.1	ASM3602605v1			Spinus crassirostris
GCA_034780875.1	ASM3478087v1			Spinus lawrencei
GCA_036026295.1	ASM3602629v1			Spinus olivaceus
GCA_032361365.1	ASM3236136v1			Spinus pinus
GCA_036873585.1	ASM3687358v1			Spinus psaltria
GCA_034640395.1	ASM3464039v1			Spinus spinescens
GCA_034780795.1	ASM3478079v1			Spinus spinus
GCA_036873005.1	ASM3687300v1			Spinus tristis
GCA_034509085.1	ASM3450908v1			Spinus yarrellii
GCA_027575045.1	ASM2757504v1			Spizaetus melanoleucus
GCA_026213075.1	ASM2621307v1			Spizaetus ornatus
GCA_013399215.1	ASM1339921v1	Annotation submitted by B10K Consortium	2020-07-10	Spizaetus tyrannus
GCA_013401375.1	ASM1340137v1	Annotation submitted by B10K Consortium	2020-07-10	Spizella passerina
GCA_002167245.1	SpoHypox2.0			Sporophila hypoxantha
GCA_013398225.1	ASM1339822v1	Annotation submitted by B10K Consortium	2020-07-10	Steatornis caripensis
GCA_013396915.1	ASM1339691v1	Annotation submitted by B10K Consortium	2020-07-10	Stercorarius parasiticus
GCA_009819605.1	bSteHir1.pri			Sterna hirundo
GCA_013397095.1	ASM1339709v1	Annotation submitted by B10K Consortium	2020-07-10	Sterrhoptilus dennistouni
GCA_011074415.1	BPBGC_Snae_1.0			Stictonetta naevosa
GCA_901699155.2	bStrTur1.2			Streptopelia turtur
GCF_004027225.2	bStrHab1.2.pri	NCBI Strigops habroptila Annotation Release 101	2020-03-13	Strigops habroptila
GCA_031877785.1	bStrAlu1.hap2			Strix aluco
GCA_030819815.1	bStriOcc1.0.hap2			Strix occidentalis
GCA_013397865.1	ASM1339786v1	Annotation submitted by B10K Consortium	2020-07-10	Struthidea cinerea
GCF_000698965.1	ASM69896v1	NCBI Struthio camelus australis Annotation Release 100	2014-10-14	Struthio camelus australis
GCF_001447265.1	Sturnus_vulgaris-1.0	NCBI Sturnus vulgaris Annotation Release 100	2015-12-01	Sturnus vulgaris
GCA_013389905.1	ASM1338990v1	Annotation submitted by B10K Consortium	2020-07-08	Sula dactylatra
GCA_038407235.1	ASM3840723v1			Sula variegata
GCA_009819655.1	bSylAtr1.pri			Sylvia atricapilla
GCA_014839755.1	bSylBor1.pri			Sylvia borin
GCA_013399515.1	ASM1339951v1	Annotation submitted by B10K Consortium	2020-07-10	Sylvietta virens
GCA_035584875.1	ASM3558487v1			Syndactyla subalaris
GCA_003435085.1	NTU_Smik_1.2			Syrmaticus mikado
GCA_013400615.1	ASM1340061v1	Annotation submitted by B10K Consortium	2020-07-10	Syrrhaptes paradoxus
GCA_013396555.1	ASM1339655v1	Annotation submitted by B10K Consortium	2020-07-10	Tachuris rubrigastra
GCA_025960845.1	Bayl_Tbic_1.1			Tachycineta bicolor
GCA_032357605.1	ASM3235760v1			Tachyeres brachypterus
GCA_034780855.1	ASM3478085v1			Tachyeres leucocephalus
GCA_038381655.1	ASM3838165v1			Tachyeres patachonicus
GCA_035582745.1	ASM3558274v1			Tachyphonus luctuosus
GCF_003957565.2	bTaeGut1.4.pri	NCBI Taeniopygia guttata Annotation Release 106	2021-05-13	Taeniopygia guttata
GCA_035584835.1	ASM3558483v1			Tangara arthus
GCA_033556795.1	BPBGC_Tnae_1.0			Tapera naevia
GCF_000709365.1	ASM70936v1	NCBI Tauraco erythrolophus Annotation Release 100	2014-10-30	Tauraco erythrolophus
GCA_035221315.1	ASM3522131v1			Tauraco hartlaubi
GCA_951394365.1	bTetUro1.1			Tetrao urogallus
GCA_009806455.1	REN_Tetrax_1.0			Tetrax tetrax
GCA_013400895.1	ASM1340089v1	Annotation submitted by B10K Consortium	2020-07-10	Thalassarche chlororhynchos
GCA_026284765.1	ASM2628476v1			Thectocercus acuticaudatus
GCA_020745775.1	bTheCae1.pri.cur			Theristicus caerulescens
GCA_013400375.1	ASM1340037v1	Annotation submitted by B10K Consortium	2020-07-10	Thinocorus orbignyianus
GCA_028583065.1	ASM2858306v1			Threskiornis aethiopicus
GCA_035584755.1	ASM3558475v1			Thripadectes ignobilis
GCA_013397245.1	ASM1339724v1	Annotation submitted by B10K Consortium	2020-07-10	Thryothorus ludovicianus
GCA_013390105.1	ASM1339010v1	Annotation submitted by B10K Consortium	2020-07-08	Tichodroma muraria
GCF_000705375.1	ASM70537v2	NCBI Tinamus guttatus Annotation Release 100	2014-11-06	Tinamus guttatus
GCA_032466555.1	ASM3246655v1			Tinamus major
GCA_030710405.1	ASM3071040v1			Todiramphus albicilla
GCA_025345505.1	ASM2534550v1			Todiramphus chloris collaris
GCA_033439825.1	ASM3343982v1			Todiramphus cinnamominus
GCA_024582635.1	ASM2458263v1			Todiramphus saurophagus
GCA_013389965.1	ASM1338996v1	Annotation submitted by B10K Consortium	2020-07-08	Todus mexicanus
GCA_039877535.1	ASM3987753v1			Touit batavicus
GCA_039654585.1	ASM3965458v1			Touit purpuratus
GCA_013397375.1	ASM1339737v1	Annotation submitted by B10K Consortium	2020-07-10	Toxostoma redivivum
GCA_028567075.1	ASM2856707v1			Toxostoma rufum
GCA_028571105.1	ASM2857110v1			Tragopan temminckii
GCA_025447915.1	ASM2544791v1			Trichoglossus euteles
GCA_032361345.1	ASM3236134v1			Trichoglossus haematodus
GCA_032274705.1	ASM3227470v1			Trichoglossus johnstoniae
GCA_034780615.1	ASM3478061v1			Trichoglossus moluccanus
GCA_013400475.1	ASM1340047v1	Annotation submitted by B10K Consortium	2020-07-10	Tricholaema leucomelas
GCA_026413425.1	ASM2641342v1			Tringa solitaria
GCA_024734555.1	CL100093368_L02			Trochalopteron elliotii
GCA_013399275.1	ASM1339927v1	Annotation submitted by B10K Consortium	2020-07-10	Trogon melanurus
GCA_020746105.1	bTroSur1.pri.cur			Trogon surrucura
GCA_013186435.1	ASM1318643v1	Annotation submitted by LNCC	2020-05-28	Turdus rufiventris
GCA_013400935.1	ASM1340093v1	Annotation submitted by B10K Consortium	2020-07-10	Turnix velox
GCA_001870855.1	T_cupido_pinnatus_GPC_3440_v1			Tympanuchus cupido pinnatus
GCF_026119805.1	pur_lepc_1.0	GCF_026119805.1-RS_2023_02	2023-02-25	Tympanuchus pallidicinctus
GCA_032353075.1	ASM3235307v1			Tyrannus caudifasciatus
GCA_032274845.1	ASM3227484v1			Tyrannus crassirostris
GCA_032274685.1	ASM3227468v1			Tyrannus cubensis
GCA_036851205.1	ASM3685120v1			Tyrannus forficatus
GCA_032353195.1	ASM3235319v1			Tyrannus melancholicus
GCA_013399735.1	ASM1339973v1	Annotation submitted by B10K Consortium	2020-07-10	Tyrannus savana
GCA_026770345.1	ASM2677034v1			Tyrannus tyrannus
GCA_032353205.1	ASM3235320v1			Tyrannus verticalis
GCA_032274585.1	ASM3227458v1			Tyrannus vociferans
GCF_018691265.1	T.alba_DEE_v4.0	NCBI Tyto alba Annotation Release 102	2021-08-04	Tyto alba
GCA_013397515.1	ASM1339751v1	Annotation submitted by B10K Consortium	2020-07-10	Upupa epops
GCA_013401055.1	ASM1340105v1	Annotation submitted by B10K Consortium	2020-07-10	Uria aalge
GCA_002289315.1	UriLom_1.1			Uria lomvia
GCA_013401255.1	ASM1340125v1	Annotation submitted by B10K Consortium	2020-07-10	Urocolius indicus
GCA_013397555.1	ASM1339755v1	Annotation submitted by B10K Consortium	2020-07-10	Urocynchramus pylzowi
GCF_026979565.1	bVidCha1 merged haplotype	GCF_026979565.1-RS_2023_03	2023-03-03	Vidua chalybeata
GCF_024509145.1	ASM2450914v1	GCF_024509145.1-RS_2023_03	2023-03-03	Vidua macroura
GCA_013396875.1	ASM1339687v1	Annotation submitted by B10K Consortium	2020-07-10	Vireo altiloquus
GCA_035047045.1	ASM3504704v1			Vireo griseus
GCA_038406135.1	ASM3840613v1			Vireo solitarius
GCA_039700855.1	ASM3970085v1			Vultur gryphus
GCA_021164005.1	ASM2116400v1			Willisornis vidua nigrigula
GCA_035221455.1	ASM3522145v1			Xenops minutus
GCA_025774025.1	ASM2577402v1			Xenus cinereus
GCA_013401175.1	ASM1340117v1	Annotation submitted by B10K Consortium	2020-07-10	Xiphorhynchus elegans
GCA_035584715.1	ASM3558471v1			Xiphorhynchus erythropygius
GCA_013400835.1	ASM1340083v1	Annotation submitted by B10K Consortium	2020-07-10	Zapornia atra
GCF_000385455.1	Zonotrichia_albicollis-1.0.1	NCBI Zonotrichia albicollis Annotation Release 102	2018-10-12	Zonotrichia albicollis
GCF_028769735.1	RI_Zleu_2.0	GCF_028769735.1-RS_2024_04	2024-04-24	Zonotrichia leucophrys gambelii
GCA_007252995.1	ZoBo_15179_v2.0	Annotation submitted by University of Montpellier	2019-07-22	Zosterops borbonicus
GCA_013399795.1	ASM1339979v1	Annotation submitted by B10K Consortium	2020-07-10	Zosterops hypoxanthus
GCA_017612475.1	CCG_JAWE_1.0			Zosterops japonicus
GCA_001281735.1	ASM128173v1			Zosterops lateralis melanops
GCA_007556475.1	ZoPa_MNHNZO2015-572_v1.0			Zosterops pallidus
