Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCA_026770845.1	ASM2677084v1			Campylomormyrus tamandua
GCA_021432705.1	BYU_Cign_1.0			Caranx ignobilis
GCA_019059645.1	BYU_Cmel_1.0	Annotation submitted by Brigham Young University	2021-06-29	Caranx melampygus
GCA_900312935.1	ASM90031293v1			Carapus acus
GCF_003368295.1	ASM336829v1	NCBI Carassius auratus Annotation Release 100	2018-08-30	Carassius auratus
GCF_963082965.1	fCarCar2.1	GCF_963082965.1-RS_2023_09	2023-09-07	Carassius carassius
GCF_023724105.1	carGib1.2-hapl.c	GCF_023724105.1-RS_2023_02	2023-02-25	Carassius gibelio
GCA_015109795.1	KAF2.scf			Cardiopharynx schoutedeni
GCA_026122135.1	ASM2612213v1			Cathorops aguadulce
GCA_028877435.1	ASM2887743v1			Cathorops dasycephalus
GCA_028877395.1	ASM2887739v1			Cathorops festae
GCA_027576075.1	ASM2757607v1			Cathorops hypophthalmus
GCA_027576115.1	ASM2757611v1			Cathorops melanopus
GCA_027575975.1	ASM2757597v1			Cathorops multiradiatus
GCA_036785435.1	ASM3678543v1			Catostomus latipinnis
GCA_023349555.1	fCebVio1.0.p			Cebidichthys violaceus
GCA_037832705.1	ASM3783270v1			Centriscus cristatus
GCA_026898505.1	AGI_CSIRO_Cger_v1			Centroberyx gerrardi
GCF_030273125.1	C.striata_1.0	GCF_030273125.1-RS_2023_08	2023-08-29	Centropristis striata
GCA_037975185.1	ASM3797518v1			Centropyge bicolor
GCA_027564185.1	ASM2756418v1			Cephalocassis borneensis
GCA_027576275.1	ASM2757627v1			Cephalocassis melanochir
GCA_019142605.1	JJU_Cson_1.0			Cephalopholis sonnerati
GCA_900660305.1	Opsanus_beta_assembly			Cetomimus sp. NI1144
GCA_037902135.1	ASM3790213v1			Cetoscarus ocellatus
GCA_023974075.1	KU_Ca_2.0	Annotation submitted by Korea Polar Research Institute	2022-06-29	Chaenocephalus aceratus
GCA_943593825.1	fChaWil1			Chaenodraco wilsoni
GCA_015082035.1	agohaze_1			Chaenogobius annularis
GCA_037975165.1	ASM3797516v1			Chaetodon auriga
GCA_029783705.1	ASM2978370v1			Chaetodon striatus
GCA_039877785.1	fChaTrf1.hap1			Chaetodon trifascialis
GCA_037975065.1	ASM3797506v1			Chaetodon trifasciatus
GCA_015102055.1	AVA9.scf			Chalinochromis brichardi
GCA_015112635.1	LGG6.scf			Chalinochromis cyanophleps
GCA_015103555.1	Bel09.scf			Chalinochromis popelini
GCA_015111275.1	LDE1.scf			Chalinochromis sp. 'bifrenatus'
GCA_015109345.1	KEF1.scf			Chalinochromis sp. 'ndobhoi' AB-2019
GCA_036324585.1	JC_Ceso_ftc_fv8	Annotation submitted by University of Illinois at Urbana-Champaign	2024-02-01	Champsocephalus esox
GCA_036324595.1	JC_Cgun_ftc_fv8	Annotation submitted by University of Illinois at Urbana-Champaign	2024-02-01	Champsocephalus gunnari
GCA_018997905.1	ASM1899790v1			Channa argus
GCA_020496755.1	ASM2049675v1			Channa maculata
GCA_033026295.1	C.striata _1.0	Annotation submitted by Pearl River Fisheries Research Institute, Chinese Academy of Fishery Sciences	2023-10-25	Channa striata
GCA_030522415.1	ASM3052241v1			Channallabes apus
GCA_024489055.1	ASM2448905v1			Chanodichthys erythropterus
GCF_902362185.1	fChaCha1.1	NCBI Chanos chanos Annotation Release 100	2019-09-10	Chanos chanos
GCA_036250325.1	USTA_Clat_v1.0	Annotation submitted by University of St Andrews	2024-01-29	Characodon lateralis
GCA_016785325.1	ASM1678532v1			Chascanopsetta lugubris
GCA_900302635.1	ASM90030263v1			Chatrabus melanurus
GCA_037577475.1	ASM3757747v1			Chaunax sp. Z400
GCF_018320785.1	ASM1832078v1	NCBI Cheilinus undulatus Annotation Release 100	2021-05-24	Cheilinus undulatus
GCA_029853015.1	ASM2985301v1			Chelidonichthys spinosus
GCF_017976325.1	fCheRos1.pri	NCBI Chelmon rostratus Annotation Release 100	2021-06-01	Chelmon rostratus
GCA_030220025.1	ASM3022002v1			Chelon auratus
GCA_963514085.1	fCheLab1.1			Chelon labrosus
GCA_029874045.1	ASM2987404v1			Chelon ramada
GCA_027576735.1	ASM2757673v1			Chinchaysuyoa labiata
GCA_943594065.1	fChiDew1			Chionobathyscus dewitti
GCA_009756495.1	Chamatus_v0.1			Chionodraco hamatus
GCA_009756435.1	Cmyersi_v0.1			Chionodraco myersi
GCA_025773905.1	ASM2577390v1			Chitala chitala
GCA_025434125.1	ASM2543412v1			Chologaster cornuta
GCA_900302755.1	ASM90030275v1			Chromis chromis
GCA_036877525.1	ASM3687752v1			Chromobotia macracanthus
GCA_036326025.1	ASM3632602v1			Chrosomus eos
GCA_030068335.1	ASM3006833v1			Chrysichthys cranchii
GCA_030068315.1	ASM3006831v1			Chrysichthys thysi
GCA_034780415.1	ASM3478041v1			Cichlasoma orientale
GCA_027576395.1	ASM2757639v1			Cinetodus carinatus
GCA_027576035.1	ASM2757603v1			Cinetodus crassilabris
GCA_027576635.1	ASM2757663v1			Cinetodus froggatti
GCA_019207145.1	ASM1920714v1			Cirrhinus cirrhosus
GCA_033026305.1	C_molitorella v1.0	Annotation submitted by Pearl River Fisheries Research Institute Chinese Academy of Fishery Sciences	2023-10-25	Cirrhinus molitorella
GCA_036247105.1	Mrigal_Genome_v.1			Cirrhinus mrigala
GCA_030014275.1	ASM3001427v1			Clariallabes melas
GCA_030014215.1	ASM3001421v1			Clariallabes teugelsi
GCA_030068255.1	ASM3006825v1			Clarias angolensis
GCA_003987875.1	ASM398787v1			Clarias batrachus
GCA_030014345.1	ASM3001434v1			Clarias buthupogon
GCA_030347435.1	ASM3034743v1			Clarias fuscus
GCF_024256425.1	CGAR_prim_01v2	GCF_024256425.1-RS_2023_03	2023-03-03	Clarias gariepinus
GCA_030014305.1	ASM3001430v1			Clarias laeviceps
GCA_011419295.1	DU_Cmac_1.0			Clarias macrocephalus
GCA_013621035.1	C_magur1.0	Annotation submitted by Rohu and Magur Genome Sequencing Consortium	2020-07-24	Clarias magur
GCA_030014365.1	ASM3001436v1			Clarias pachynema
GCA_030068275.1	ASM3006827v1			Clarias platycephalus
GCA_023055335.1	fCliAna1.0.p			Clinocottus analis
GCF_900700415.2	Ch_v2.0.2	NCBI Clupea harengus Annotation Release 102	2021-07-23	Clupea harengus
GCA_037974565.1	ASM3797456v1			Clupeocharax schoutedeni
GCA_029582295.1	ASM2958229v1			Cobitis paludica
GCA_029874735.1	ASM2987473v1			Cobitis vettonica
GCA_027576055.1	ASM2757605v1			Cochlefelis danielsi
GCA_027576415.1	ASM2757641v1			Cochlefelis spatula
GCA_027475355.1	ASM2747535v1			Coilia nasus
GCA_016785305.1	ASM1678530v1			Colistium nudipinnis
GCA_004119915.2	ASM411991v2	Annotation submitted by JiMei University	2019-05-09	Collichthys lucidus
GCF_033807715.1	fColSai1.1	GCF_033807715.1-RS_2023_12	2023-12-20	Cololabis saira
GCF_904425465.1	Colossoma_macropomum	NCBI Colossoma macropomum Annotation Release 100	2020-10-08	Colossoma macropomum
GCF_963514075.1	fConCon1.1	GCF_963514075.1-RS_2023_11	2023-11-30	Conger conger
GCA_015106655.1	JWE5.scf			Coptodon bakossiorum
GCA_015108555.1	JWE6.scf			Coptodon rendalli
GCA_037367275.1	ASM3736727v1			Coranthus polyacanthus
GCA_039881085.1	CA_GEN_1v1			Coregonus artedi
GCF_020615455.1	ASM2061545v1	NCBI Coregonus clupeaformis Annotation Release 101	2021-11-16	Coregonus clupeaformis
GCA_905477555.1	ML_MAG_01			Coregonus lavaretus
GCA_902810595.1	AWG_v2	Annotation submitted by EAWAG	2020-03-10	Coregonus sp. 'balchen'
GCA_036851935.1	J4Q44_1.1	Annotation submitted by GenoFish	2024-02-26	Coregonus suidteri
GCA_031479575.1	ASM3147957v1			Coregonus ussuriensis
GCA_039654105.1	ASM3965410v1			Coreius guichenoti
GCA_011952105.1	corWhi6b			Coreoperca whiteheadi
GCA_019802435.1	ASM1980243v1			Corydoras maculifer
GCA_019802505.1	Lin1PacBio.ctg.fa.r3p3_pilon_3_oneline.fasta			Corydoras sp. C115
GCA_002895965.2	CRUPv2	Annotation submitted by Centre for Genomic Research	2021-06-29	Coryphaenoides rupestris
GCA_025762715.1	ASM2576271v1			Corythoichthys haematopterus
GCF_030265065.1	ASM3026506v1	GCF_030265065.1-RS_2024_05	2024-05-15	Corythoichthys intestinalis
GCF_900634415.1	fCotGob3.1	NCBI Cottoperca gobio Annotation Release 100	2019-06-04	Cottoperca gobio
GCA_023566465.1	ASM2356646v1			Cottus gobio
GCA_001455555.1	ASM145555v1			Cottus rhenanus
GCA_023630585.1	ASM2363058v1			Cranoglanis bouderius
GCA_036024015.1	ASM3602401v1			Craterocephalus amniculus
GCA_037177035.1	ASM3717703v1			Craterocephalus eyresii
GCA_037177075.1	ASM3717707v1			Craterocephalus fluviatilis
GCA_037177095.1	ASM3717709v1			Craterocephalus marjoriae
GCA_037177115.1	ASM3717711v1			Craterocephalus stercusmuscarum
GCA_036173005.1	UoSA_Crenichthys_baileyi_V.1.0	Annotation submitted by Ritchie lab	2024-01-26	Crenichthys baileyi
GCA_036984385.1	ASM3698438v1			Crenuchus spilurus
GCA_013133815.1	SYSU_Calt_1.1			Cromileptes altivelis
GCA_943590835.1	fCryAnt1			Cryodraco antarcticus
GCA_025773925.1	ASM2577392v1			Cryptomyrus ogoouensis
GCA_029783645.1	ASM2978364v1			Ctenochaetus hawaiiensis
GCA_034780835.1	ASM3478083v1			Ctenochaetus striatus
GCA_015103775.1	AXA7.scf			Ctenochromis horei
GCF_019924925.1	HZGC01	GCF_019924925.1-RS_2023_02	2023-02-25	Ctenopharyngodon idella
GCA_032353495.1	ASM3235349v1			Ctenopoma kingsleyae
GCA_034779795.1	ASM3477979v1			Ctenopoma multispine
GCA_040182925.1	ASM4018292v1	Annotation submitted by Freshwater Fisheries Research Center, Chinese Academy of Fishery Science	2024-06-17	Culter alburnus
GCA_015106375.1	IWD8.scf			Cunningtonia longiventralis
GCA_015105635.1	IOD4.scf			Cyathopharynx foae
GCA_015103655.1	AYE5.scf			Cyathopharynx furcifer
GCF_009769545.1	fCycLum1.pri	NCBI Cyclopterus lumpus Annotation Release 100	2020-05-14	Cyclopterus lumpus
GCA_031762555.1	ASM3176255v1			Cynodonichthys magdalenae
GCA_031001815.1	ASM3100181v1			Cynodonichthys tenuis
GCF_000523025.1	Cse_v1.0	NCBI Cynoglossus semilaevis Annotation Release 102	2018-05-02	Cynoglossus semilaevis
GCA_040207505.1	CMEL			Cynopoecilus melanotaenia
GCA_026770725.1	ASM2677072v1			Cyphomyrus discorhynchus
GCA_026781215.1	ASM2678121v1			Cyphomyrus wilverthi
GCA_015110975.1	LEI6.scf			Cyphotilapia frontosa
GCA_015105655.1	INH7.scf			Cyphotilapia gibberosa
GCA_015109715.1	KAG3.scf			Cyphotilapia sp. '5-bar frontosa' AB-2019
GCA_015107215.1	JEC7.scf			Cyprichromis coloratus
GCA_015104635.1	ISI2.scf			Cyprichromis leptosoma
GCA_015106915.1	JVF2.scf			Cyprichromis microlepidotus
GCA_015052265.1	JEB2.scf			Cyprichromis pavo
GCA_015109335.1	KFA7.scf			Cyprichromis sp. 'dwarf jumbo' AB-2019
GCA_015105695.1	INH1.scf			Cyprichromis sp. 'jumbo' AB-2019
GCA_015103475.1	Bel16.scf			Cyprichromis sp. 'kibishi' AB-2019
GCA_015052445.1	GPC9.scf			Cyprichromis zonatus
GCA_027497735.1	ASM2749773v1			Cyprinella lepida
GCA_027497675.1	ASM2749767v1			Cyprinella lutrensis
GCA_038021265.1	fCypVen1.hap1			Cyprinella venusta
GCA_018398635.1	UCB_Cbro_1.0			Cyprinodon brontotheroides
GCA_030533445.1	UCB_CyDiab_1.0			Cyprinodon diabolis
GCA_030533455.1	UCB_CyNevMio_1.0			Cyprinodon nevadensis mionectes
GCF_016077235.1	ASM1607723v1	NCBI Cyprinodon tularosa Annotation Release 100	2020-12-18	Cyprinodon tularosa
GCF_000732505.1	C_variegatus-1.0	NCBI Cyprinodon variegatus Annotation Release 100	2016-01-08	Cyprinodon variegatus
GCF_018340385.1	ASM1834038v1	NCBI Cyprinus carpio Annotation Release 101	2021-07-20	Cyprinus carpio
GCA_900302355.1	ASM90030235v1			Cyttopsis rosea
GCA_901007715.1	Dactylopterus_volitans_assembly			Dactylopterus volitans
GCA_029465975.1	DPEC_1.1	Annotation submitted by GenoFish	2023-03-31	Dallia pectoralis
GCF_903798145.1	fDanAes4.1	GCF_903798145.1-RS_2023_05	2023-05-25	Danio aesculapii
GCA_903798035.1	fDanAlb1.1			Danio albolineatus
GCA_903798125.1	fDanCho1.1			Danio choprai
GCA_903798115.1	fDanJai1.1			Danio jaintianensis
GCA_903798195.1	fDanKya3.1			Danio kyathit
GCF_000002035.6	GRCz11	NCBI Danio rerio Annotation Release 106	2017-06-02	Danio rerio
GCA_903798205.1	fDanTin1.1			Danio tinwini
GCA_007224835.1	ASM722483v1	Annotation submitted by Charite - Universitatsmedizin Berlin	2019-07-22	Danionella cerebrum
GCA_900490495.1	fDanDra1.1			Danionella dracula
GCA_024666655.1	DTR_v1.0			Dascyllus trimaculatus
GCA_008933995.1	BGI_Dund_1.0			Datnioides undecimradiatus
GCA_030347415.2	ASM3034741v2			Decapterus maruadsi
GCF_900700375.1	fDenClu1.1	NCBI Denticeps clupeoides Annotation Release 100	2019-04-18	Denticeps clupeoides
GCA_900700375.2	fDenClu1.2			Denticeps clupeoides
GCF_905237075.1	dlabrax2021	GCF_905237075.1-RS_2023_02	2023-02-26	Dicentrarchus labrax
GCA_028565755.1	ASM2856575v1			Dinotopterus cunningtoni
GCA_963678695.2	Dpuntazzo_v2			Diplodus puntazzo
GCA_903131615.1	diplodus_sargus_genome			Diplodus sargus
GCA_900660315.1	Diretmoides_pauciradiatus_assembly			Diretmoides pauciradiatus
GCA_900660295.1	Diretmus_argenteus_assembly			Diretmus argenteus
GCA_031216635.1	KU_De_1.0	Annotation submitted by Korea University	2023-09-08	Dissostichus eleginoides
GCA_011823955.1	KU_Dm_1.0	Annotation submitted by Korea University	2020-04-01	Dissostichus mawsoni
GCA_032718565.1	ASM3271856v1			Distichodus sexfasciatus
GCA_026413445.1	ASM2641344v1			Dolichallabes microphthalmus
GCA_943591025.1	fDolLon1			Dolloidraco longedorsalis
GCA_028566355.1	ASM2856635v1			Doras micropoeus
GCF_030265055.1	RoL_Dexc_1.0	GCF_030265055.1-RS_2023_07	2023-07-03	Doryrhamphus excisus
GCF_027744805.1	RoL_Ddac_1.1	GCF_027744805.1-RS_2023_03	2023-03-30	Dunckerocampus dactyliophorus
GCA_028565595.1	ASM2856559v1			Duopalatinus emarginatus
GCF_900963305.1	fEcheNa1.1	NCBI Echeneis naucrates Annotation Release 100	2019-06-12	Echeneis naucrates
GCA_900963305.2	fEcheNa1.2			Echeneis naucrates
GCA_963691815.1	fEchVip8.1			Echiichthys vipera
GCA_015104995.1	IRD7.scf			Ectodus descampsii
GCA_015112095.1	KHC4.scf			Ectodus sp. 'north'
GCA_951216825.1	fEleAnt2.1			Electrona antarctica
GCF_013358815.1	fEleEle1.pri	NCBI Electrophorus electricus Annotation Release 101	2020-07-10	Electrophorus electricus
GCA_030913585.1	ASM3091358v1	Annotation submitted by bgi	2023-08-28	Electrophorus voltai
GCF_036324505.1	JC_Emac_rtc_rv5	GCF_036324505.1-RS_2024_03	2024-03-20	Eleginops maclovinus
GCA_025629765.1	ASM2562976v1			Eleginus gracilis
GCA_014490765.1	CUHK_ma_10x			Eleutheronema tetradactylum
GCA_037101425.1	HZAU_Ebam_v1			Elopichthys bambusa
GCA_022577435.1	fEmbJac1.0.p			Embiotoca jacksoni
GCA_015103415.1	BNC5.scf			Enantiopus melanogenys
GCA_027122795.1	ASM2712279v1			Enchelyopus cimbrius
GCF_034702125.1	IST_EnEncr_1.0	GCF_034702125.1-RS_2024_02	2024-02-08	Engraulis encrasicolus
GCA_040112795.1	ASM4011279v1			Engraulis japonicus
GCF_033978785.1	RoL_Eaeq_v1.1	GCF_033978785.1-RS_2023_12	2023-12-22	Entelurus aequoreus
GCA_034779775.1	ASM3477977v1			Enteromius afrohamiltoni
GCA_032359395.1	ASM3235939v1			Enteromius anoplus
GCA_032357425.1	ASM3235742v1			Enteromius argenteus
GCA_032361145.1	ASM3236114v1			Enteromius fasciolatus
GCA_032359235.1	ASM3235923v1			Enteromius mattozi
GCA_032361165.1	ASM3236116v1			Enteromius paludinosus
GCA_032357445.1	ASM3235744v1			Enteromius radiatus
GCA_032357475.1	ASM3235747v1			Enteromius thamalakanensis
GCA_032275025.1	ASM3227502v1			Enteromius treurensis
GCA_032361065.1	ASM3236106v1			Enteromius trimaculatus
GCA_032359435.1	ASM3235943v1			Enteromius unitaeniatus
GCA_032353835.1	ASM3235383v1			Enteromius viviparus
GCA_035609425.1	E.awoara.final_Chr_v1			Epinephelus awoara
GCA_900536245.1	Grouper			Epinephelus coioides
GCA_026686955.1	XMU_epcya_1.0			Epinephelus cyanopodus
GCF_011397635.1	E.fuscoguttatus.final_Chr_v1	NCBI Epinephelus fuscoguttatus Annotation Release 100	2022-07-21	Epinephelus fuscoguttatus
GCF_005281545.1	ASM528154v1	NCBI Epinephelus lanceolatus Annotation Release 100	2020-04-15	Epinephelus lanceolatus
GCA_037127435.1	ASM3712743v1			Epinephelus malabaricus
GCF_006386435.1	YSFRI_EMoa_1.0	GCF_006386435.1-RS_2023_02	2023-02-26	Epinephelus moara
GCA_015107895.1	IZH7.scf			Eretmodus cyanostictus
GCA_015110455.1	JXE9.scf			Eretmodus marksmithi
GCF_900747795.2	fErpCal1.3	GCF_900747795.2-RS_2023_02	2023-02-27	Erpetoichthys calabaricus
GCF_011004845.1	fEsoLuc1.pri	NCBI Esox lucius Annotation Release 104	2020-05-01	Esox lucius
GCA_016801175.1	ASM1680117v1			Esox masquinongy
GCA_016801105.1	ASM1680110v1			Esox niger
GCF_013103735.1	CSU_Ecrag_1.0	NCBI Etheostoma cragini Annotation Release 100	2020-06-01	Etheostoma cragini
GCA_029931835.1	UBuf_Engr_1.0			Etheostoma nigrum
GCA_026937815.1	UBuf_Eper_1.0			Etheostoma perlongum
GCF_008692095.1	UIUC_Espe_1.0	NCBI Etheostoma spectabile Annotation Release 100	2020-02-11	Etheostoma spectabile
GCA_015106755.1	JWD3.scf			Etia nguti
GCA_015106775.1	JWD4.scf			Etroplus canarensis
GCA_026437355.1	fEucNew1.0.hap2			Eucyclogobius newberryi
GCA_036785175.1	ASM3678517v1			Eupleurogrammus muticus
GCA_030068295.1	ASM3006829v1			Euristhmus nudiceps
GCA_029490765.1	ASM2949076v1			Euthynnus affinis
GCA_963514095.1	fEutGur1.1			Eutrigla gurnardus
GCA_037954325.1	RoL_Fcom_v1.0			Fistularia commersonii
GCA_901007705.1	Fistularia_tabacaria_assembly			Fistularia tabacaria
GCA_026546735.1	ASM2654673v1			Forbesichthys agassizii
GCA_025399855.1	ASM2539985v1			Forbesichthys papilliferus
GCA_029814525.1	ASM2981452v1			Fowleria aurita
GCA_029814645.1	ASM2981464v1			Fowleria isostigma
GCA_037039145.1	fFunDia1.hap1			Fundulus diaphanus
GCF_011125445.2	MU-UCD_Fhet_4.1	NCBI Fundulus heteroclitus Annotation Release 102	2020-08-27	Fundulus heteroclitus
GCA_900302595.1	ASM90030259v1			Gadiculus argenteus
GCA_036024995.1	ASM3602499v1			Gadopsis bispinosus
GCA_036023855.1	ASM3602385v1			Gadopsis marmoratus
GCF_026213295.1	NIFS_Gcha_1.0	GCF_026213295.1-RS_2023_05	2023-05-25	Gadus chalcogrammus
GCF_031168955.1	ASM3116895v1	GCF_031168955.1-RS_2023_09	2023-09-26	Gadus macrocephalus
GCF_902167405.1	gadMor3.0	NCBI Gadus morhua Annotation Release 100	2019-08-02	Gadus morhua
GCA_027123715.1	ASM2712371v1			Gaidropsarus macrophthalmus
GCA_036024875.1	ASM3602487v1			Galaxias arcanus
GCA_036023535.2	ASM3602353v2			Galaxias brevipinnis
GCA_036024135.1	ASM3602413v1			Galaxias fuscus
GCA_040143665.1	CSIRO-AGI_Gmac_v1			Galaxias maculatus
GCA_026901105.3	APGP_CSIRO_Goli_CH_v1.2			Galaxias olidus
GCA_036024655.1	ASM3602465v1			Galaxias oliros
GCA_036024795.1	ASM3602479v1			Galaxias rostratus
GCA_025399955.1	ASM2539995v1			Galeichthys feliceps
GCF_019740435.1	SWU_Gaff_1.0	NCBI Gambusia affinis Annotation Release 100	2021-09-22	Gambusia affinis
GCA_009663075.1	ASM966307v1			Gambusia holbrooki
GCA_035584275.1	ASM3558427v1			Gambusia yucatana
GCA_034780135.1	ASM3478013v1			Garmanella pulchra
GCF_016920845.1	GAculeatus_UGA_version5	NCBI Gasterosteus aculeatus Annotation Release 100	2021-03-08	Gasterosteus aculeatus aculeatus
GCA_014132575.2	Gnip_1.0			Gasterosteus nipponicus
GCA_027576375.1	ASM2757637v1			Genidens genidens
GCA_027123975.1	ASM2712397v1			Genidens machadoi
GCA_026546755.1	ASM2654675v1			Genidens planifrons
GCA_026776745.1	ASM2677674v1			Genyomyrus donnyi
GCA_900660455.1	Gephyroberyx_darwinii_assembly			Gephyroberyx darwinii
GCA_026230005.1	fGilOrc1.0.hap1			Gila orcuttii
GCA_030770095.1	ASM3077009v1			Gila robusta
GCF_021462225.1	DD_fGirMul_XY1	NCBI Girardinichthys multiradiatus Annotation Release 100	2022-04-01	Girardinichthys multiradiatus
GCA_903067095.1	HVK_GM_001			Girardinus metallicus
GCA_015104535.1	ITA4.scf			Gnathochromis permaxillaris
GCA_015052505.1	AWB7.scf			Gnathochromis pfefferi
GCA_026776725.1	ASM2677672v1			Gnathonemus echidnorhynchus
GCA_026776665.1	ASM2677666v1			Gnathonemus longibarbis
GCA_949357685.1	fGobGob1.1			Gobio gobio
GCA_029874695.1	ASM2987469v1			Gobio lozanoi
GCA_033150135.1	CNRS_Gobocc_1.0.fasta			Gobio occitaniae
GCA_023029165.1	ASM2302916v1			Gobiocypris rarus
GCA_040143685.1	CSIRO-AGI_Goaus_v1			Gobiomorphus australis
GCA_040143705.1	CSIRO-AGI_Gocox_v1			Gobiomorphus coxii
GCA_943591055.1	fGobGib1			Gobionotothen gibberifrons
GCA_951799975.1	fGobNig1.1			Gobius niger
GCA_028570945.1	ASM2857094v1			Gogo arcuatus
GCA_040091325.1	Goodea_atripinnis_V.1.0	Annotation submitted by University of St Andrews	2024-06-07	Goodea atripinnis
GCF_900634775.1	fGouWil2.1	NCBI Gouania willdenowi Annotation Release 100	2019-03-15	Gouania willdenowi
GCA_900634775.2	fGouWil2.2			Gouania willdenowi
GCA_015107505.1	JDD7.scf			Grammatotria lemairii
GCA_015106255.1	IXB5.scf			Greenwoodochromis bellcrossi
GCA_015107935.1	IZE4.scf			Greenwoodochromis christyi
GCA_900312595.1	ASM90031259v1			Guentherus altivela
GCA_029814585.1	ASM2981458v1			Gymnapogon annona
GCA_009936485.2	ASM993648v2			Gymnarchus niloticus
GCA_023631565.1	fGymCer.pri			Gymnocephalus cernua
GCA_027564155.1	ASM2756415v1			Gymnocypris eckloni scoliostomus
GCF_902827175.1	fGymAcu1.1	NCBI Gymnodraco acuticeps Annotation Release 100	2020-05-04	Gymnodraco acuticeps
GCA_963280865.1	fGymBra2.1			Gymnoscopelus braueri
GCA_963454915.1	fGymMic1.1			Gymnoscopelus microlampas
GCA_029692085.1	GJAV_1.0	Annotation submitted by GenoFish	2023-04-12	Gymnothorax javanicus
GCA_029721435.1	ASM2972143v1			Gymnothorax reevesii
GCA_038406115.1	ASM3840611v1			Haemulon aurolineatum
GCA_033239565.1	ASM3323956v1			Halichoeres trimaculatus
GCF_018398535.1	NCSU_Asbu1	NCBI Haplochromis burtoni Annotation Release 102	2021-06-21	Haplochromis burtoni
GCA_018403475.1	Hchi_1.0			Haplochromis chilotes
GCA_015111855.1	KYG1.scf			Haplochromis paludinosus
GCA_018403495.1	Hsau_1.0			Haplochromis sauvagei
GCA_015103095.1	HXC5.scf			Haplochromis sp. Chipwa
GCA_015106555.1	JWG3.scf			Haplochromis vanheusdeni
GCA_015105255.1	IQB8.scf			Haplotaxodon microlepis
GCA_015105275.1	IQB6.scf			Haplotaxodon trifasciatus
GCA_902827135.1	fHarAnt1.1			Harpagifer antarcticus
GCA_025674545.1	ASM2567454v1			Hassar affinis
GCA_916700675.1	H-avius_MM3			Helicolenus avius
GCA_916700815.1	H-hilgendorfii_KUI10868			Helicolenus hilgendorfi
GCA_900302695.1	ASM90030269v1			Helostoma temminkii
GCA_027575995.1	ASM2757599v1			Hemiarius dioctes
GCA_027576015.1	ASM2757601v1			Hemiarius stormii
GCA_033459395.1	ASM3345939v1	Annotation submitted by BGI-SZ	2023-11-09	Hemibagrus guttatus
GCF_019097595.1	SWU_Hwy_1.0	GCF_019097595.1-RS_2023_07	2023-07-20	Hemibagrus wyckioides
GCA_015052305.1	IZA5.scf			Hemibates koningsi
GCA_015106175.1	IXC2.scf			Hemibates stenosoma
GCA_015108515.1	JWE9.scf			Hemichromis elongatus
GCA_029783685.1	ASM2978368v1			Heniochus monoceros
GCA_037177315.1	ASM3717731v1			Hephaestus fuliginosus
GCA_017165825.1	ASM1716582v1			Hepsetus odoe
GCA_028570985.1	ASM2857098v1			Heterobranchus longifilis
GCA_015108495.1	JWF1.scf			Heterochromis multidens
GCA_025775025.1	ASM2577502v1			Heteromormyrus longilateralis
GCA_030323895.1	ASM3032389v1			Heteromormyrus pauciradiatus
GCA_032359785.1	ASM3235978v1			Heteromormyrus szaboi
GCA_015108575.1	JWE3.scf			Heterotilapia buettikoferi
GCA_018136845.1	ASM1813684v1			Heterotis niloticus
GCA_025775065.1	ASM2577506v1			Hiodon alosoides
GCA_025775045.1	ASM2577504v1			Hiodon tergisus
GCA_018466805.1	ZJU1.0			Hippocampus abdominalis
GCA_025770055.1	ASM2577005v1			Hippocampus barbouri
GCF_001891065.2	H_comes_QL1_v1.1	NCBI Hippocampus comes Annotation Release 100	2017-01-11	Hippocampus comes
GCA_025802095.1	ASM2580209v1			Hippocampus guttulatus
GCA_901007745.1	Hippocampus_kuda_assembly			Hippocampus kuda
GCA_026261675.1	ASM2626167v1			Hippocampus mohnikei
GCA_901007805.1	Hippocampus_whitei_assembly			Hippocampus whitei
GCF_025434085.1	ASM2543408v3	GCF_025434085.1-RS_2023_02	2023-02-25	Hippocampus zosterae
GCF_009819705.1	fHipHip1.pri	NCBI Hippoglossus hippoglossus Annotation Release 100	2020-04-28	Hippoglossus hippoglossus
GCF_022539355.2	HSTE1.2	NCBI Hippoglossus stenolepis Annotation Release 101	2022-03-30	Hippoglossus stenolepis
GCA_026781145.1	ASM2678114v1			Hippopotamyrus pictus
GCA_018398805.1	Hirundichthys_speculiger_1.0			Hirundichthys speculiger
GCA_943590885.1	fHisVel1			Histiodraco velifer
GCA_025331565.1	H.passer_genome_1.1			Holacanthus passer
GCA_037974645.1	ASM3797464v1			Hollardia meadi
GCA_900302615.1	ASM90030261v1			Holocentrus rufus
GCA_029633875.1	fHopMal1.hap2			Hoplias malabaricus
GCA_028565655.1	ASM2856565v1			Hoplisoma axelrodi
GCA_028565875.1	ASM2856587v1			Hoplisoma paleatus
GCA_034670405.1	ASM3467040v1			Hoplostethus atlanticus
GCA_034670385.1	ASM3467038v1			Hoplostethus mediterraneus
GCA_916700935.1	H_emblemarius_134878			Hozukius emblemarius
GCA_916700995.1	H_guyotensis_138486			Hozukius guyotensis
GCA_003317085.1	ASM331708v1			Hucho hucho
GCA_036884735.1	HHUS_1.1	Annotation submitted by STURGEoNOMICS	2024-03-01	Huso huso
