Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCA_030378365.1	UNM_UB_HamF1_1.0			Hybognathus amarus
GCA_037974365.1	ASM3797436v1			Hydrocynus forskahlii
GCA_026777045.1	ASM2677704v1			Hyperopisus bebe
GCA_949357725.1	fHypImm3.1			Hyperoplus immaculatus
GCA_026929865.2	TBG_H_lanceolatus_asm_v1.1			Hyperoplus lanceolatus
GCA_018346875.1	ASM1834687v1			Hypomesus nipponensis
GCF_021917145.1	fHypTra1	NCBI Hypomesus transpacificus Annotation Release 100	2022-02-25	Hypomesus transpacificus
GCA_037950675.1	Hypophthalmichthys_molitrix_1.0			Hypophthalmichthys molitrix
GCA_037950665.1	Hypophthalmichthys_nobilis_1.0			Hypophthalmichthys nobilis
GCA_025802035.1	ASM2580203v1			Hypoplectrus aberrans
GCA_025762755.1	ASM2576275v1			Hypoplectrus chlorurus
GCA_028566275.1	ASM2856627v1			Hypoplectrus guttavarius
GCA_025762485.1	ASM2576248v1			Hypoplectrus indigo
GCA_028566415.1	ASM2856641v1			Hypoplectrus nigricans
GCA_028566105.1	ASM2856610v1			Hypoplectrus providencianus
GCA_900610375.1	HP_genome_unmasked_01			Hypoplectrus puella
GCA_028566055.1	ASM2856605v1			Hypoplectrus randallorum
GCA_036025515.1	ASM3602551v1			Hypseleotris acropinna
GCA_036025885.1	ASM3602588v1			Hypseleotris bucephala
GCA_036025235.1	ASM3602523v1			Hypseleotris gymnocephala
GCA_036025195.1	ASM3602519v1			Hypseleotris klunzingeri
GCA_031762315.1	ASM3176231v1			Hypsolebias antenori
GCA_032273985.1	ASM3227398v1			Hypsolebias coamazonicus
GCA_031762435.1	ASM3176243v1			Hypsolebias longignatus
GCA_031762355.1	ASM3176235v1			Hypsolebias martinsi
GCA_029874575.1	ASM2987457v1			Iberochondrostoma lemmingii
GCA_029874285.1	ASM2987428v1			Iberochondrostoma lusitanicum
GCF_023375685.1	Billie_1.0	GCF_023375685.1-RS_2023_03	2023-03-03	Ictalurus furcatus
GCF_001660625.3	Coco_2.0	GCF_001660625.3-RS_2023_03	2023-03-03	Ictalurus punctatus
GCA_040091305.1	Ifv1.0	Annotation submitted by University of St Andrews	2024-06-07	Ilyodon furcidens
GCA_022702515.1	ASM2270251v1			Ilyophis sp. 1 JC-2022
GCA_022702525.1	ASM2270252v1			Ilyophis sp. 2 JC-2022
GCA_022702415.1	ASM2270241v1			Ilyophis sp. JC_2022_1
GCA_015105475.1	IPB6.scf			Interochromis loocki
GCA_026776945.1	ASM2677694v1			Isichthys henryi
GCA_016859345.1	ASM1685934v1			Istiophorus platypterus
GCA_026777485.1	ASM2677748v1			Ivindomyrus marchei
GCA_026777505.1	ASM2677750v1			Ivindomyrus opdenboschi
GCA_015105015.1	IRC4.scf			Julidochromis dickfeldi
GCA_015110755.1	LFH1.scf			Julidochromis marksmithi
GCA_015108065.1	JXB5.scf			Julidochromis marlieri
GCA_015104675.1	ISC1.scf			Julidochromis ornatus
GCA_015109195.1	KFF4.scf			Julidochromis regani
GCA_015102915.1	ILD9.scf			Julidochromis sp. 'kombe' AB-2019
GCA_015111775.1	LBF3.scf			Julidochromis sp. 'marlieri south' AB-2019
GCA_015105035.1	IRB8.scf			Julidochromis sp. 'regani south' AB-2019
GCA_015052685.1	JWA2.scf			Julidochromis sp. 'unterfels' AB-2019
GCA_015103115.1	HFG1287.scf			Julidochromis transcriptus
GCA_029224185.1	ASM2922418v1			Karalla daura
GCA_037177335.1	ASM3717733v1			Kiunga ballochi
GCA_964034765.1	kcau_genome_v1	Annotation submitted by university of cologne, biocenter, institute of zoology	2024-05-04	Knipowitschia caucasica
GCA_028566095.1	ASM2856609v1			Kryptolebias brasiliensis
GCA_028565975.1	ASM2856597v1			Kryptolebias gracilis
GCA_007896545.1	ASM789654v1			Kryptolebias hermaphroditus
GCF_001649575.2	ASM164957v2	NCBI Kryptolebias marmoratus Annotation Release 102	2020-11-24	Kryptolebias marmoratus
GCA_028566035.1	ASM2856603v1			Kryptolebias ocellatus
GCA_030449085.1	ASM3044908v1			Kryptopterus vitreolus
GCA_019740295.1	ASM1974029v1			Labeo calbasu
GCA_012976165.1	CIFA_Catla 1.0			Labeo catla
GCA_013461565.1	ASM1346156v1			Labeo gonius
GCF_022985175.1	IGBB_LRoh.1.0	GCF_022985175.1-RS_2023_02	2023-02-26	Labeo rohita
GCA_034780575.1	ASM3478057v1			Labeobarbus marequensis
GCA_000150875.1	ASM15087v1			Labeotropheus fuelleborni
GCA_030710495.1	ASM3071049v1			Labroides dimidiatus
GCF_900080235.1	BallGen_V1	NCBI Labrus bergylta Annotation Release 101	2019-05-17	Labrus bergylta
GCF_963584025.1	fLabMix1.1	GCF_963584025.1-RS_2023_11	2023-11-16	Labrus mixtus
GCA_037577295.1	ASM3757729v1			Ladigesia roloffi
GCA_900303225.1	ASM90030322v1			Laemonema laureysi
GCA_911728415.1	Lsceleratus_genome.fasta			Lagocephalus sceleratus
GCA_039737535.1	Lrho_1.0			Lagodon rhomboides
GCA_900302545.1	ASM90030254v1			Lampris guttatus
GCF_029633865.1	fLamInc1.hap2	GCF_029633865.1-RS_2023_05	2023-05-20	Lampris incognitus
GCA_022114975.2	ASM2211497v2			Lampris megalopsis
GCA_900312555.1	ASM90031255v1			Lamprogrammus exutus
GCA_015052345.1	IPH2.scf			Lamprologus callipterus
GCA_015110375.1	JXG8.scf			Lamprologus kungweensis
GCA_015107315.1	JDI2.scf			Lamprologus laparogramma
GCA_015107875.1	IZI7.scf			Lamprologus lemairii
GCA_015108715.1	JWA9.scf			Lamprologus meleagris
GCA_015052485.1	ILD3.scf			Lamprologus ocellatus
GCA_015109935.1	JZF3.scf			Lamprologus ornatipinnis
GCA_015106455.1	IWD6.scf			Lamprologus signatus
GCA_015108835.1	JWA3.scf			Lamprologus sp. 'ornatipinnis congo' AB-2019
GCA_015107375.1	JDF5.scf			Lamprologus sp. 'ornatipinnis zambia' AB-2019
GCA_015109675.1	KCG2.scf			Lamprologus speciosus
GCA_015108455.1	JWF6.scf			Lamprologus tigripictilis
GCF_000972845.2	L_crocea_2.0	NCBI Larimichthys crocea Annotation Release 102	2018-12-04	Larimichthys crocea
GCA_018985215.1	ZAAS_Lpoly_1.0			Larimichthys polyactis
GCA_031216445.1	YSFRI_Lmacu_1.1			Lateolabrax maculatus
GCF_001640805.2	TLL_Latcal_v3	GCF_001640805.2-RS_2023_02	2023-02-27	Lates calcarifer
GCA_033238685.1	ASM3323868v1	Annotation submitted by Department of Biology, Osaka Medical and Pharmaceutical University	2023-06-29	Lates japonicus
GCA_028565275.1	ASM2856527v1			Leiocassis micropogon
GCA_036025355.1	ASM3602535v1			Leiopotherapon unicolor
GCA_037576955.1	ASM3757695v1			Lepidarchus adonis
GCA_015103955.1	AVG5.scf			Lepidiolamprologus attenuatus
GCA_015105495.1	IOH5.scf			Lepidiolamprologus cunningtoni
GCA_015102115.1	AUG8.scf			Lepidiolamprologus elongatus
GCA_015110795.1	LFF8.scf			Lepidiolamprologus kamambae
GCA_015102695.1	IMD1.scf			Lepidiolamprologus kendalli
GCA_015111395.1	LDD6.scf			Lepidiolamprologus mimicus
GCA_015109915.1	KAD2.scf			Lepidiolamprologus profundicola
GCA_015113235.1	LHA5.scf			Lepidiolamprologus sp. 'meeli kipili' AB-2019
GCA_943594155.1	fLepLar1			Lepidonotothen larseni
GCA_943593335.1	fLepSqu1			Lepidonotothen squamifrons
GCF_000242695.1	LepOcu1	NCBI Lepisosteus oculatus Annotation Release 101	2016-01-06	Lepisosteus oculatus
GCA_026401145.1	ASM2640114v1			Lepisosteus osseus
GCA_029875015.1	ASM2987501v1			Lepomis gibbosus
GCA_024633595.2	Lm_LA_1.1			Lepomis macrochirus
GCA_028567055.1	ASM2856705v1			Leptatherina wallacei
GCA_039881065.1	Leptobotia_elongata_female			Leptobotia elongata
GCA_032191485.1	fLepMac1_p1.0			Leptoclinus maculatus
GCA_028566375.1	ASM2856637v1			Leptodoras nelsoni
GCA_024363135.1	ASM2436313v1			Leptodoras oyakawai
GCA_028564905.1	ASM2856490v1			Leptodoras praelongus
GCA_030544235.1	ASM3054423v1			Lepturacanthus savala
GCA_015105095.1	IRA2.scf			Lestradea perspicax
GCA_015106895.1	JVH2.scf			Lestradea stappersii
GCA_900303255.1	ASM90030325v1			Lesueurigobius sanzi
GCA_023718395.1	ASM2371839v1			Leucaspius delineatus
GCA_021554675.1	fLeuIdu1.pri.20210917			Leuciscus idus
GCA_900092035.1	Amur ide genome			Leuciscus waleckii
GCA_036924055.1	fLeuTen1.0.hap2			Leuresthes tenuis
GCF_963576545.1	fLimLim1.1	GCF_963576545.1-RS_2023_11	2023-11-17	Limanda limanda
GCA_015052385.1	ITB4.scf			Limnochromis abeelei
GCA_015104565.1	ITB1.scf			Limnochromis auritus
GCA_015104515.1	ITA6.scf			Limnochromis staneri
GCA_017657215.1	ASM1765721v1			Limnothrissa miodon
GCA_015103815.1	AWI5.scf			Limnotilapia dardennii
GCA_943590975.1	fLepNud1			Lindbergichthys nudifrons
GCA_028566295.1	ASM2856629v1			Liobagrus marginatus
GCA_036178185.1	Tanakav1			Liparis tanakae
GCA_963383615.1	fLipPho2.1			Lipophrys pholis
GCA_018403515.1	Lruf_1.0			Lithochromis rufus
GCA_015104595.1	ISD8.scf			Lobochilotes labiatus
GCA_037951165.1	fLopAme1_p1.0			Lophius americanus
GCA_009660295.1	BF2_Nord			Lophius piscatorius
GCA_033118015.1	ASM3311801v1			Loricariichthys derbyi
GCA_026745465.1	ASM2674546v1			Lota lota
GCA_014773175.1	Ldentata1.0	Annotation submitted by EGCE - CNRS Gif-sur-Yvette	2020-09-28	Lucifuga dentata
GCA_029874325.1	ASM2987432v1			Luciobarbus bocagei
GCA_029874815.1	ASM2987481v1			Luciobarbus comizo
GCA_034769285.1	CIBA_Largentimaculatus_1.1			Lutjanus argentimaculatus
GCA_027495735.1	Lca_v1.0			Lutjanus campechanus
GCA_020091685.1	ASM2009168v1			Lutjanus erythropterus
GCA_028022725.1	fLycPai1.hap2			Lycodopsis pacificus
GCA_011763505.2	ASM1176350v2			Lythrypnus dalli
GCA_036024715.1	ASM3602471v1			Maccullochella macquariensis
GCA_002120245.1	mcod_v1			Maccullochella peelii
GCA_008360985.2	GOP001_1.2			Macquaria ambigua
GCA_005408345.1	DU_Maus_v1.0			Macquaria australasica
GCA_030770545.1	macOpe2			Macropodus opercularis
GCA_901007825.1	Macroramphorus_scolopax_assembly			Macroramphosus scolopax
GCA_900312585.1	ASM90031258v1			Malacocephalus occidentalis
GCA_032164315.1	ASM3216431v1			Malacoctenus gilli
GCA_032274765.1	ASM3227476v1			Malacoctenus tetranemus
GCA_032274725.1	ASM3227472v1			Malacoctenus triangulatus
GCA_903064625.1	Mallotus_villosus_assembly			Mallotus villosus
GCA_026779145.1	ASM2677914v1			Marcusenius schilthuisiae
GCA_026774385.1	ASM2677438v1			Marcusenius ussheri
GCF_900324485.2	fMasArm1.2	NCBI Mastacembelus armatus Annotation Release 101	2020-04-03	Mastacembelus armatus
GCA_900324485.3	fMasArm1.3			Mastacembelus armatus
GCA_029822895.1	ASM2982289v1			Maxillicosta whitleyi
GCF_000238955.4	M_zebra_UMD2a	NCBI Maylandia zebra Annotation Release 104	2018-04-19	Maylandia zebra
GCA_000150855.1	ASM15085v1			Mchenga conophoros
GCA_030578275.1	ASM3057827v1			Meda fulgida
GCA_021613375.1	ASM2161337v1			Megaleporinus macrocephalus
GCF_018812025.1	ASM1881202v1	NCBI Megalobrama amblycephala Annotation Release 100	2022-05-06	Megalobrama amblycephala
GCA_019176425.1	MATL_1.0	Annotation submitted by GenoFish	2021-07-09	Megalops atlanticus
GCF_013368585.1	fMegCyp1.pri	NCBI Megalops cyprinoides Annotation Release 100	2020-10-08	Megalops cyprinoides
GCA_000150895.1	ASM15089v1			Melanochromis auratus
GCA_900291075.1	MAEA_1			Melanogrammus aeglefinus
GCA_900302345.1	ASM90030234v1			Melanonus zugmayeri
GCA_949748355.1	fMelGel1.1			Melanostigma gelatinosum
GCA_036919935.1	ASM3691993v1			Melanotaenia affinis
GCA_037177175.1	ASM3717717v1			Melanotaenia australis
GCF_017639745.1	fMelBoe1.pri	NCBI Melanotaenia boesemani Annotation Release 100	2021-06-07	Melanotaenia boesemani
GCA_037177135.1	ASM3717713v1			Melanotaenia caerulea
GCA_037177155.1	ASM3717715v1			Melanotaenia catherinae
GCA_026261665.1	ASM2626166v1			Melanotaenia duboulayi
GCA_037177195.1	ASM3717719v1			Melanotaenia eachamensis
GCA_036025615.1	ASM3602561v1			Melanotaenia fluviatilis
GCA_037177375.1	ASM3717737v1			Melanotaenia kokasensis
GCA_037177255.1	ASM3717725v1			Melanotaenia maccullochi
GCA_036919915.1	ASM3691991v1			Melanotaenia monticola
GCA_028567035.1	ASM2856703v1			Melanotaenia mubiensis
GCA_037177435.1	ASM3717743v1			Melanotaenia nigrans
GCA_036919975.1	ASM3691997v1			Melanotaenia parkinsoni
GCA_036919955.1	ASM3691995v1			Melanotaenia pygmaea
GCA_037177455.1	ASM3717745v1			Melanotaenia splendida
GCA_037177355.1	ASM3717735v1			Melanotaenia trifasciata
GCA_037177475.1	ASM3717747v1			Melanotaenia vanheurni
GCA_013363375.1	ASM1336337v1			Menidia beryllina
GCA_907169785.1	Menidia_menidia_GA_1.0	Annotation submitted by Cornell University	2021-05-15	Menidia menidia
GCA_900323355.1	ASM90032335v1			Merlangius merlangus
GCA_027123055.1	ASM2712305v1			Merluccius bilinearis
GCA_900312945.1	ASM90031294v1			Merluccius capensis
GCA_027122755.1	ASM2712275v1			Merluccius hubbsi
GCA_900312545.1	ASM90031254v1			Merluccius merluccius
GCA_027123235.1	ASM2712323v1			Merluccius paradoxus
GCA_030340625.1	Mpolli_C29	Annotation submitted by University of Oviedo	2023-06-23	Merluccius polli
GCA_027122575.1	ASM2712257v1			Merluccius polylepis
GCA_027122695.1	ASM2712269v1			Merluccius productus
GCA_037974525.1	ASM3797452v1			Micralestes humilis
GCA_034509105.1	ASM3450910v1			Microcambeva barbata
GCA_034509265.1	ASM3450926v1			Microcambeva bendego
GCA_035222435.1	ASM3522243v1			Microcambeva ribeirae
GCA_963457635.1	fMicVar1.1			Microchirus variegatus
GCA_032361105.1	ASM3236110v1			Microctenopoma lineatum
GCA_032359275.1	ASM3235927v1			Microctenopoma steveboyesi
GCA_032270685.1	ASM3227068v1			Microctenopoma stevenorrisi
GCA_964030765.1	fMicPou1.1			Micromesistius poutassou
GCA_903067075.1	HVK_MB_001			Micropoecilia bifurca
GCF_021292245.1	ASM2129224v1	NCBI Micropterus dolomieu Annotation Release 100	2022-01-26	Micropterus dolomieu
GCA_002592385.1	ASM259238v1			Micropterus floridanus
GCF_014851395.1	ASM1485139v1	NCBI Micropterus salmoides Annotation Release 100	2020-12-22	Micropterus salmoides
GCA_036365135.1	ASM3636513v1			Miichthys miiuy
GCA_034783495.1	ASM3478349v1			Millerichthys robustus
GCF_027580225.1	HAU_Mang_1.0	GCF_027580225.1-RS_2023_04	2023-04-13	Misgurnus anguillicaudatus
GCA_025389145.1	NIFS_Mimiz_1.0			Misgurnus mizolepis
GCA_036025875.1	ASM3602587v1			Mogurnda adspersa
GCA_001698575.1	ASM169857v1			Mola mola
GCA_027123675.1	ASM2712367v1			Molva macrophthalma
GCA_900323295.1	ASM90032329v1			Molva molva
GCA_900323365.1	ASM90032336v1			Monocentris japonica
GCF_001952655.1	M_albus_1.0	NCBI Monopterus albus Annotation Release 100	2017-03-23	Monopterus albus
GCA_900303205.1	Mora mora assembly			Mora moro
GCA_026777985.1	ASM2677798v1			Mormyrops attenuatus
GCA_026781065.1	ASM2678106v1			Mormyrops boulengeri
GCA_026778905.1	ASM2677890v1			Mormyrops zanclirostris
GCA_026779605.1	ASM2677960v1			Mormyrus hasselquistii
GCA_011763525.2	ASM1176352v2			Mormyrus iriodes
GCA_015163995.2	ASM1516399v2			Mormyrus lacerda
GCA_026779585.1	ASM2677958v1			Mormyrus proboscirostris
GCA_019097615.1	DOM_MoChry_2.0			Morone chrysops
GCF_004916995.1	NCSU_SB_2.0	NCBI Morone saxatilis Annotation Release 100	2020-07-22	Morone saxatilis
GCA_032164185.1	fMoxHub1_p1.0			Moxostoma hubbsi
GCF_022458985.1	CIBA_Mcephalus_1.1	NCBI Mugil cephalus Annotation Release 100	2022-04-04	Mugil cephalus
GCA_040112775.1	ASM4011277v1			Mugilogobius chulae
GCA_903171835.1	mullus_surmuletus_genome			Mullus surmuletus
GCA_900302325.1	ASM90030232v1			Muraenolepis marmorata
GCA_027704905.1	KU_S4	Annotation submitted by Korea University	2023-01-13	Muraenolepis orangiensis
GCA_039654765.1	ASM3965476v1			Mylopharyngodon piceus
GCA_026780185.1	ASM2678018v1			Myomyrus macrops
GCA_026780345.1	ASM2678034v1			Myomyrus pharao
GCA_038501785.1	ASM3850178v1			Myoxocephalus aenaeus
GCA_900312955.1	ASM90031295v1			Myoxocephalus scorpius
GCA_900302555.1	ASM90030255v1			Myripristis jacobus
GCF_902150065.1	fMyrMur1.1	NCBI Myripristis murdjan Annotation Release 100	2019-07-23	Myripristis murdjan
GCF_019703515.2	UBuf_Myxa_2	GCF_019703515.2-RS_2023_02	2023-02-25	Myxocyprinus asiaticus
GCA_963921795.1	fNanAch1.1			Nannobrachium achirus
GCA_036023655.1	ASM3602365v1			Nannoperca australis
GCA_036024295.1	ASM3602429v1			Nannoperca obscura
GCA_037974605.1	ASM3797460v1			Nannopetersius ansorgii
GCA_963989245.1	fNanAnt1.1			Nansenia antarctica
GCA_029783625.1	ASM2978362v1			Naso annulatus
GCA_029874485.1	ASM2987448v1			Naso brachycentron
GCA_029874835.1	ASM2987483v1			Naso brevirostris
GCA_029874875.1	ASM2987487v1			Naso minor
GCA_029783665.1	ASM2978366v1			Naso thynnoides
GCA_029822935.1	ASM2982293v1			Naso vlamingii
GCA_027576475.1	ASM2757647v1			Nedystoma dayi
GCA_027576615.1	ASM2757661v1			Nedystoma novaeguineae
GCA_027576855.1	ASM2757685v1			Nemapteryx armiger
GCA_027575935.1	ASM2757593v1			Nemapteryx augusta
GCA_027575955.1	ASM2757595v1			Nemapteryx nenga
GCA_036025975.1	ASM3602597v1			Nematalosa erebi
GCA_031762515.1	ASM3176251v1			Nematolebias papilliferus
GCF_014905685.2	NemWhi1	NCBI Nematolebias whitei Updated Annotation Release 100.20210725	2021-07-25	Nematolebias whitei
GCA_027576835.1	ASM2757683v1			Neoarius berneyi
GCF_027579695.1	fNeoGra1.pri	GCF_027579695.1-RS_2023_11	2023-11-10	Neoarius graeffei
GCA_025727735.1	ASM2572773v1			Neoarius leptaspis
GCA_028583085.1	ASM2858308v1			Neoarius midgleyi
GCA_029783605.1	ASM2978360v1			Neoarius paucus
GCA_029814605.1	ASM2981460v1			Neoarius pectoralis
GCA_027576535.1	ASM2757653v1			Neoarius utarus
GCA_024349245.1	ASM2434924v1			Neodontobutis hainanensis
GCA_007210695.1	RGoby_Basel_V2			Neogobius melanostomus
GCA_015113255.1	LHF7.scf			Neolamprologus bifasciatus
GCA_015109695.1	KCE5.scf			Neolamprologus boulengeri
GCA_015103015.1	ILB6.scf			Neolamprologus brevis
GCF_000239395.1	NeoBri1.0	NCBI Neolamprologus brichardi Annotation Release 101	2020-08-19	Neolamprologus brichardi
GCA_015107095.1	JEI5.scf			Neolamprologus buescheri
GCA_015103035.1	ILA7.scf			Neolamprologus calliurus
GCA_015113075.1	LJC9.scf			Neolamprologus cancellatus
GCA_015105295.1	IQA3.scf			Neolamprologus caudopunctatus
GCA_015109035.1	KHA7.scf			Neolamprologus chitamwebwai
GCA_015104465.1	ITG2.scf			Neolamprologus christyi
GCA_015104075.1	IVF1.scf			Neolamprologus crassus
GCA_015103235.1	GPH2.scf			Neolamprologus cylindricus
GCA_015052545.1	LEH2.scf			Neolamprologus devosi
GCA_015110515.1	JXD4.scf			Neolamprologus falcicula
GCA_015102195.1	AUE7.scf			Neolamprologus fasciatus
GCA_015108955.1	JEI6.scf			Neolamprologus furcifer
GCA_015108275.1	JWH2.scf			Neolamprologus gracilis
GCA_015102335.1	A142.scf			Neolamprologus hecqui
GCA_015108395.1	JWG9.scf			Neolamprologus helianthus
GCA_015108215.1	JWH9.scf			Neolamprologus leleupi
GCA_015111655.1	LCA2.scf			Neolamprologus leloupi
GCA_015108155.1	JWI3.scf			Neolamprologus longicaudatus
GCA_015109375.1	KEH3.scf			Neolamprologus longior
GCA_015108335.1	JWH4.scf			Neolamprologus marunguensis
GCA_015107355.1	JDF4.scf			Neolamprologus meeli
GCA_015102555.1	IMH3.scf			Neolamprologus modestus
GCA_015106975.1	JVB4.scf			Neolamprologus mondabu
GCA_963576455.1	fNeoMul1.1			Neolamprologus multifasciatus
GCA_015102955.1	ILB4.scf			Neolamprologus mustax
GCA_015111955.1	KYA5.scf			Neolamprologus niger
GCA_015102355.1	A108.scf			Neolamprologus nigriventris
GCA_015102675.1	IMA2.scf			Neolamprologus obscurus
GCA_015108255.1	JWH6.scf			Neolamprologus olivaceous
GCA_015108755.1	JWA7.scf			Neolamprologus pectoralis
GCA_015112555.1	LGI1.scf			Neolamprologus petricola
GCA_015109975.1	JZF2.scf			Neolamprologus pleuromaculatus
GCA_015106535.1	IVH1.scf			Neolamprologus prochilus
GCA_015104715.1	ISB3.scf			Neolamprologus pulcher
GCA_015104745.1	ISA8.scf			Neolamprologus savoryi
GCA_015102515.1	IND7.scf			Neolamprologus sexfasciatus
GCA_015109475.1	KEC1.scf			Neolamprologus similis
GCA_015109655.1	KCI6.scf			Neolamprologus sp. 'brevis magara' AB-2019
GCA_015111175.1	LDG3.scf			Neolamprologus sp. 'caudopunctatus kipili' AB-2019
GCA_015110875.1	LFD4.scf			Neolamprologus sp. 'cygnus' AB-2019
GCA_015110915.1	LFB9.scf			Neolamprologus sp. 'eseki' AB-2019
GCA_015111635.1	LCB5.scf			Neolamprologus sp. 'falcicula mahale' AB-2019
GCA_015111255.1	LDF5.scf			Neolamprologus sp. 'furcifer ulwile' AB-2019
GCA_015111615.1	LCC6.scf			Neolamprologus sp. 'gracilis tanzania' AB-2019
GCA_015102855.1	ILE6.scf			Neolamprologus sp. 'kombe' AB-2019
GCA_015107155.1	JED5.scf			Neolamprologus sp. 'ventralis stripe' AB-2019
GCA_015105335.1	IPG3.scf			Neolamprologus tetracanthus
GCA_015112655.1	LGE2.scf			Neolamprologus timidus
GCA_015110075.1	JZD6.scf			Neolamprologus toae
GCA_015109125.1	KFH5.scf			Neolamprologus tretocephalus
GCA_015108695.1	JWA6.scf			Neolamprologus variostigma
GCA_015109735.1	KAG8.scf			Neolamprologus ventralis
GCA_015109215.1	KFD4.scf			Neolamprologus walteri
GCA_900302535.1	ASM90030253v1			Neoniphon sammara
GCA_030340665.1	ASM3034066v1			Neosalanx taihuensis
GCA_028564935.1	ASM2856493v1			Neosilurus hyrtlii
GCA_030014195.1	ASM3001419v1			Neosilurus mollespiculum
GCA_902685375.1	fNeoBic2.1			Neostethus bicornis
GCF_033978685.1	RoL_Nlum_1.0	GCF_033978685.1-RS_2023_12	2023-12-19	Nerophis lumbriciformis
GCF_033978795.1	RoL_Noph_v1.0	GCF_033978795.1-RS_2023_12	2023-12-20	Nerophis ophidion
GCA_027576575.1	ASM2757657v1			Netuma bilineata
GCA_014281875.1	ASM1428187v1	Annotation submitted by Marine Fishery Institute of Zhejiang Province	2021-07-14	Nibea albiflora
GCA_023373845.1	ASM2337384v1			Nibea coibor
GCA_025447875.1	ASM2544787v1			Notarius cookei
GCA_025212355.1	ASM2521235v1			Notarius kessleri
GCA_025400055.1	ASM2540005v1			Notarius lentiginosus
GCA_026167865.1	ASM2616786v1			Notarius quadriscutis
GCF_027789165.1	UI_Nfuz_MZM_1.0	GCF_027789165.1-RS_2023_03	2023-03-20	Nothobranchius furzeri
GCA_006942095.1	MPIBA_Nkuh_1.0			Nothobranchius kuhntae
GCA_030068235.1	ASM3006823v1			Notoglanidium macrostoma
GCA_030068355.1	ASM3006835v1			Notoglanidium maculatum
GCF_009762535.1	fNotCel1.pri	NCBI Notolabrus celidotus Annotation Release 100	2020-05-21	Notolabrus celidotus
GCA_963971535.1	fNotCoa1.1			Notolepis coatsorum
GCF_000735185.1	NC01	NCBI Notothenia coriiceps Annotation Release 100	2014-12-18	Notothenia coriiceps
GCA_949606895.1	fNotRos5.1			Notothenia rossii
GCA_022414735.1	MU_Nplac_3.0			Noturus placidus
GCA_016801125.1	ASM1680112v1			Novumbra hubbsi
GCA_027574745.1	ASM2757474v1			Occidentarius platypogon
GCA_034769755.1	ASM3476975v1			Odontamblyopus lacepedii
GCA_030686955.1	ASM3068695v1			Odontamblyopus rebecca
GCA_027942865.1	fOdoBon6.hap1			Odontesthes bonariensis
GCA_028565825.1	ASM2856582v1			Olivaichthys viedmensis
GCF_021184085.1	OgorEven_v1.0	NCBI Oncorhynchus gorbuscha Annotation Release 100	2022-01-26	Oncorhynchus gorbuscha
GCF_023373465.1	Oket_V2	GCF_023373465.1-RS_2023_03	2023-03-03	Oncorhynchus keta
GCF_002021735.2	Okis_V2	NCBI Oncorhynchus kisutch Annotation Release 101	2019-11-27	Oncorhynchus kisutch
GCF_036934945.1	UVic_Omas_1.1	GCF_036934945.1-RS_2024_04	2024-04-24	Oncorhynchus masou masou
GCF_013265735.2	USDA_OmykA_1.1	NCBI Oncorhynchus mykiss Annotation Release 101	2020-10-06	Oncorhynchus mykiss
GCF_034236695.1	Oner_Uvic_2.0	GCF_034236695.1-RS_2024_05	2024-05-02	Oncorhynchus nerka
GCF_018296145.1	Otsh_v2.0	NCBI Oncorhynchus tshawytscha Annotation Release 101	2021-06-28	Oncorhynchus tshawytscha
GCF_012432095.1	ASM1243209v1	GCF_012432095.1-RS_2023_08	2023-08-02	Onychostoma macrolepis
GCA_024372805.1	ASM2437280v1			Oostethus manadensis
GCA_016806645.1	NWFSC_Oelon_r3.mflye			Ophiodon elongatus
GCA_024529925.1	ASM2452992v1			Ophthalmolycus amberensis
GCA_015110735.1	LFI4.scf			Ophthalmotilapia boops
GCA_015103535.1	Bel12.scf			Ophthalmotilapia heterodonta
GCA_015103715.1	AXH8.scf			Ophthalmotilapia nasuta
GCA_015110275.1	JYF7.scf			Ophthalmotilapia sp. 'paranasuta' AB-2019
GCA_015112615.1	LGH1.scf			Ophthalmotilapia sp. 'white cap' AB-2019
GCA_015105175.1	IQD3.scf			Ophthalmotilapia ventralis
GCA_003416845.1	ASM341684v1			Oplegnathus fasciatus
GCA_900660325.1	Opsanus_beta_assembly			Opsanus beta
GCA_037194245.1	ASM3719424v1			Opsariichthys bidens
GCF_013358895.1	ZZ_aureus	NCBI Oreochromis aureus Annotation Release 101	2021-02-11	Oreochromis aureus
GCA_029532605.1	ASM2953260v1			Oreochromis grahami
GCA_015111835.1	KYH4.scf			Oreochromis malagarasi
GCA_922035795.1	Oreochromis_mossambicus_EIV1			Oreochromis mossambicus
GCF_001858045.2	O_niloticus_UMD_NMBU	NCBI Oreochromis niloticus Annotation Release 104	2018-07-20	Oreochromis niloticus
GCA_008269305.1	ASM826930v1			Oreochromis spilurus
GCA_015052225.1	JAB6.scf			Oreochromis tanganicae
GCA_026939265.1	ASM2693926v1			Oreonectes daqikongensis
GCA_032876305.1	ASM3287630v1			Orestias chungarensis
GCA_032876255.1	ASM3287625v1			Orestias gloriae
GCA_032876265.1	ASM3287626v1			Orestias laucaensis
GCA_015103075.1	HXC6.scf			Orthochromis indermauri
GCA_015111915.1	KYE2.scf			Orthochromis malagaraziensis
GCA_015109575.1	KDC6.scf			Orthochromis mazimeroensis
GCA_015111895.1	KYE7.scf			Orthochromis uvinzae
